"Site","SampleID","SeqBatch","StudyID","SampleType","Date","WOY","SiteLat","SiteLong","newDate","dayLength"
"CNA","oro160131",1.2,"oro16","sample","5/22/16",21,43.352482,-71.581153,2016-05-22,14.9198873301116
"CNA","oro160132",1.2,"oro16","sample","5/21/16",21,43.352482,-71.581153,2016-05-21,14.888986816567
"CNA","oro160133",1.2,"oro16","sample","5/22/16",21,43.352482,-71.581153,2016-05-22,14.9198873301116
"CNA","oro160147",5.1,"oro16","sample","6/30/16",27,43.352482,-71.581153,2016-06-30,15.3605736904978
"CNA","oro160148",5.1,"oro16","sample","6/21/16",26,43.352482,-71.581153,2016-06-21,15.4068708672765
"CNA","oro160202",5.1,"oro16","sample","7/10/16",28,43.352482,-71.581153,2016-07-10,15.2050669483814
"CNA","oro160201",5.1,"oro16","sample","7/9/16",28,43.352482,-71.581153,2016-07-09,15.2252345913602
"CNA","oro160175",5.1,"oro16","sample","6/14/16",25,43.352482,-71.581153,2016-06-14,15.3787400267236
"CNA","oro160176",5.1,"oro16","sample","6/15/16",25,43.352482,-71.581153,2016-06-15,15.3861850953532
"CNA","oro160153",5.1,"oro16","sample","6/14/16",25,43.352482,-71.581153,2016-06-14,15.3787400267236
"CNA","oro160154",5.1,"oro16","sample","6/18/16",25,43.352482,-71.581153,2016-06-18,15.4016905345871
"CNA","oro160155",5.1,"oro16","sample","6/17/16",25,43.352482,-71.581153,2016-06-17,15.3976652290461
"CNA","oro160157",5.1,"oro16","sample","6/11/16",24,43.352482,-71.581153,2016-06-11,15.3496646991654
"CNA","oro160143",1.2,"oro16","sample","6/1/16",23,43.352482,-71.581153,2016-06-01,15.1828703743825
"CNA","oro160183",5.1,"oro16","sample","6/24/16",26,43.352482,-71.581153,2016-06-24,15.4016942558614
"CNA","oro160184",5.1,"oro16","sample","6/24/16",26,43.352482,-71.581153,2016-06-24,15.4016942558614
"CNA","oro160164",5.1,"oro16","sample","6/6/16",24,43.352482,-71.581153,2016-06-06,15.2792960700465
"CNA","oro160166",5.1,"oro16","sample","6/5/16",23,43.352482,-71.581153,2016-06-05,15.2620393596112
"CNA","oro160135",1.2,"oro16","sample","5/23/16",22,43.352482,-71.581153,2016-05-23,14.9500093049884
"CNA","oro160172",5.1,"oro16","sample","6/9/16",24,43.352482,-71.581153,2016-06-09,15.3247504357978
"CNA","oro160137",1.2,"oro16","sample","5/25/16",22,43.352482,-71.581153,2016-05-25,15.0078387925472
"CNA","oro160138",1.2,"oro16","sample","5/28/16",22,43.352482,-71.581153,2016-05-28,15.0882548404585
"CNA","oro160219",5.1,"oro16","sample","7/23/16",30,43.352482,-71.581153,2016-07-23,14.861251697051
"CNA","oro160220",5.1,"oro16","sample","7/23/16",30,43.352482,-71.581153,2016-07-23,14.861251697051
"CNA","oro160179",5.1,"oro16","sample","6/20/16",26,43.352482,-71.581153,2016-06-20,15.4062950711357
"CNA","oro160142",1.2,"oro16","sample","6/2/16",23,43.352482,-71.581153,2016-06-02,15.2041528022101
"CNA","oro160193",5.1,"oro16","sample","7/6/16",28,43.352482,-71.581153,2016-07-06,15.2797563223482
"CNA","oro160144",1.2,"oro16","sample","6/3/16",23,43.352482,-71.581153,2016-06-03,15.2244524622571
"CNA","oro160145",5.1,"oro16","sample","6/5/16",23,43.352482,-71.581153,2016-06-05,15.2620393596112
"CNA","oro160185",5.1,"oro16","sample","6/25/16",26,43.352482,-71.581153,2016-06-25,15.3976741509581
"CNA","oro160134",1.2,"oro16","sample","5/23/16",22,43.352482,-71.581153,2016-05-23,14.9500093049884
"CNA","oro160199",5.1,"oro16","sample","7/9/16",28,43.352482,-71.581153,2016-07-09,15.2252345913602
"CNA","oro160136",1.2,"oro16","sample","5/26/16",22,43.352482,-71.581153,2016-05-26,15.0355071877482
"CNA","oro160187",5.1,"oro16","sample","6/27/16",27,43.352482,-71.581153,2016-06-27,15.3862153685478
"CNA","oro160188",5.1,"oro16","sample","6/28/16",27,43.352482,-71.581153,2016-06-28,15.3787880784491
"CNA","oro160139",1.2,"oro16","sample","5/29/16",22,43.352482,-71.581153,2016-05-29,15.1132962438309
"CNA","oro160140",1.2,"oro16","sample","5/31/16",23,43.352482,-71.581153,2016-05-31,15.1606219073202
"CNA","oro160141",1.2,"oro16","sample","6/3/16",23,43.352482,-71.581153,2016-06-03,15.2244524622571
"CNA","oro160192",5.1,"oro16","sample","6/28/16",27,43.352482,-71.581153,2016-06-28,15.3787880784491
"CNA","oro160198",5.1,"oro16","sample","7/8/16",28,43.352482,-71.581153,2016-07-08,15.2444159623141
"CNA","oro160194",5.1,"oro16","sample","7/6/16",28,43.352482,-71.581153,2016-07-06,15.2797563223482
"CNA","oro160195",5.1,"oro16","sample","7/7/16",28,43.352482,-71.581153,2016-07-07,15.2625950190352
"CNA","oro160146",5.1,"oro16","sample","6/16/16",25,43.352482,-71.581153,2016-06-16,15.3924952951991
"CNA","oro160196",5.1,"oro16","sample","7/7/16",28,43.352482,-71.581153,2016-07-07,15.2625950190352
"CNA","oro160189",5.1,"oro16","sample","7/1/16",27,43.352482,-71.581153,2016-07-01,15.3498038962291
"CNA","oro160200",5.1,"oro16","sample","7/9/16",28,43.352482,-71.581153,2016-07-09,15.2252345913602
"CNA","oro160178",5.1,"oro16","sample","6/17/16",25,43.352482,-71.581153,2016-06-17,15.3976652290461
"CNA","oro160191",5.1,"oro16","sample","6/27/16",27,43.352482,-71.581153,2016-06-27,15.3862153685478
"CNA","oro160197",5.1,"oro16","sample","7/8/16",28,43.352482,-71.581153,2016-07-08,15.2444159623141
"CNA","oro160177",5.1,"oro16","sample","6/16/16",25,43.352482,-71.581153,2016-06-16,15.3924952951991
"CNA","oro160186",5.1,"oro16","sample","6/26/16",26,43.352482,-71.581153,2016-06-26,15.3925127939574
"CNA","oro160190",5.1,"oro16","sample","6/29/16",27,43.352482,-71.581153,2016-06-29,15.3702381264869
"CNB","oro161501",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161502",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161489",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161497",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161525",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro162815",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162817",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro161531",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro162819",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162820",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162821",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162818",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro161490",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161491",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro162811",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162822",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro161524",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro162814",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro161436",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161526",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161527",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161528",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161529",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161530",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro162807",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162808",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162809",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162810",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162812",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro162813",7.2,"oro16","sample","8/7/16",32,43.356204,-71.490022,2016-08-07,14.3154602431854
"CNB","oro161435",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161449",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161450",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161451",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161452",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161453",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161454",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161455",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161457",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161458",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161459",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161445",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161447",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161448",4.1,"oro16","sample","5/26/16",22,43.356204,-71.490022,2016-05-26,15.0359122165526
"CNB","oro161478",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161479",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161480",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161481",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161484",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161485",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161486",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161487",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161488",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro162742",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162743",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162744",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro161492",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161493",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161494",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161495",4.1,"oro16","sample","6/18/16",25,43.356204,-71.490022,2016-06-18,15.4021523428498
"CNB","oro161496",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro162754",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro161498",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161499",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161500",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro162763",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro161503",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161504",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161506",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161507",4.1,"oro16","sample","6/26/16",26,43.356204,-71.490022,2016-06-26,15.3929731490362
"CNB","oro161508",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161509",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161510",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161511",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161512",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161513",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161514",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161515",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161516",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161517",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161519",4.1,"oro16","sample","7/3/16",27,43.356204,-71.490022,2016-07-03,15.3254390065505
"CNB","oro161520",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161521",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161522",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro161523",7.2,"oro16","sample","7/13/16",29,43.356204,-71.490022,2016-07-13,15.1392357090993
"CNB","oro162798",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162799",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162800",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162801",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162802",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162803",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162804",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162806",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro161442",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161443",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161444",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro162825",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162745",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162746",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro162747",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro162748",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro162749",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro162751",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro16contaminated1469",4.1,"oro16","contaminant","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro162757",7.2,"oro16","sample","8/30/16",36,43.356204,-71.490022,2016-08-30,13.296732522666
"CNB","oro162759",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro162762",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro162823",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162824",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro161474",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro162826",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162827",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162828",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162829",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162830",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro162831",7.2,"oro16","sample","8/15/16",34,43.356204,-71.490022,2016-08-15,13.979158678184
"CNB","oro161467",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161468",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161470",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161471",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161472",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161473",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro162765",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro161475",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161476",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro161477",4.1,"oro16","sample","6/11/16",24,43.356204,-71.490022,2016-06-11,15.350118291274
"CNB","oro162734",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162735",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro161437",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161438",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161439",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161440",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro161441",4.1,"oro16","sample","5/19/16",21,43.356204,-71.490022,2016-05-19,14.8253028178863
"CNB","oro162741",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162764",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro162792",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162766",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro161461",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161462",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161463",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161464",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161465",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro161466",4.1,"oro16","sample","6/3/16",23,43.356204,-71.490022,2016-06-03,15.2248864888397
"CNB","oro162787",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162788",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162789",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162790",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162791",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162797",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162793",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162795",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162796",7.2,"oro16","sample","7/27/16",31,43.356204,-71.490022,2016-07-27,14.7292204988571
"CNB","oro162737",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162769",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro162784",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162736",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162767",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro162738",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162739",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162740",7.2,"oro16","sample","8/22/16",35,43.356204,-71.490022,2016-08-22,13.6674029466053
"CNB","oro162785",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"CNB","oro162768",7.2,"oro16","sample","9/6/16",37,43.356204,-71.490022,2016-09-06,12.9635463185986
"CNB","oro162786",7.2,"oro16","sample","7/20/16",30,43.356204,-71.490022,2016-07-20,14.9534072527362
"COR","oro161013",5.1,"oro16","sample","8/20/16",34,43.517868,72.384631,2016-08-20,13.767521217557
"COR","oro161051",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161014",5.1,"oro16","sample","8/20/16",34,43.517868,72.384631,2016-08-20,13.767521217557
"COR","oro152007",3.2,"oro15","sample","8/16/15",33,43.517868,72.384631,2015-08-16,13.9901481310752
"COR","oro152004",3.2,"oro15","sample","8/1/15",31,43.517868,72.384631,2015-08-01,14.6012240352618
"COR","oro161064",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161048",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro152003",3.2,"oro15","sample","8/16/15",33,43.517868,72.384631,2015-08-16,13.9901481310752
"COR","oro161049",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro152001",3.2,"oro15","sample","8/21/15",34,43.517868,72.384631,2015-08-21,13.767521217557
"COR","oro161010",5.1,"oro16","sample","8/20/16",34,43.517868,72.384631,2016-08-20,13.767521217557
"COR","oro161047",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161056",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro152005",3.1,"oro15","sample","8/21/15",34,43.517868,72.384631,2015-08-21,13.767521217557
"COR","oro161046",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro152000",3.1,"oro15","sample","7/3/15",27,43.517868,72.384631,2015-07-03,15.3580786210882
"COR","oro161060",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161011",5.1,"oro16","sample","8/20/16",34,43.517868,72.384631,2016-08-20,13.767521217557
"COR","oro151999",3.1,"oro15","sample","7/12/15",28,43.517868,72.384631,2015-07-12,15.2029987056164
"COR","oro161063",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro152151",3.1,"oro15","sample","8/1/15",31,43.517868,72.384631,2015-08-01,14.6012240352618
"COR","oro152121",3.1,"oro15","sample","8/1/15",31,43.517868,72.384631,2015-08-01,14.6012240352618
"COR","oro161012",5.1,"oro16","sample","8/20/16",34,43.517868,72.384631,2016-08-20,13.767521217557
"COR","oro161054",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161055",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro152132",3.1,"oro15","sample","8/21/15",34,43.517868,72.384631,2015-08-21,13.767521217557
"COR","oro161053",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161057",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
"COR","oro161009",5.1,"oro16","sample","8/20/16",34,43.517868,72.384631,2016-08-20,13.767521217557
"COR","oro151969",3.1,"oro15","sample","7/12/15",28,43.517868,72.384631,2015-07-12,15.2029987056164
"COR","oro151971",3.1,"oro15","sample","6/26/15",26,43.517868,72.384631,2015-06-26,15.4182346632055
"COR","oro151974",3.1,"oro15","sample","7/26/15",30,43.517868,72.384631,2015-07-26,14.8128800647939
"COR","oro151978",3.1,"oro15","sample","7/26/15",30,43.517868,72.384631,2015-07-26,14.8128800647939
"COR","oro151979",3.1,"oro15","sample","7/12/15",28,43.517868,72.384631,2015-07-12,15.2029987056164
"COR","oro161065",5.1,"oro16","sample","7/29/16",31,43.517868,72.384631,2016-07-29,14.6742676280546
