SampleID,rBC,fBC,SeqBatch,StudyID,DNAplate,DNAwell,SampleType,Site,Date,WOY,HostSpecies
oro151652,SB707,SC505,3.1,oro15,6,E07,sample,HOP,7/6/15,28,NA
oro151653,SB711,SC505,3.2,oro15,12,E11,sample,HOP,7/6/15,28,NA
oro151654,SB712,SC505,3.2,oro15,12,E12,sample,HOP,7/6/15,28,NA
oro151673,SB701,SB506,3.2,oro15,11,F01,sample,FOX,8/2/15,31,NA
oro151674,SB702,SB506,3.2,oro15,11,F02,sample,FOX,8/2/15,31,NA
oro151675,SB703,SB506,3.2,oro15,11,F03,sample,FOX,8/2/15,31,NA
oro151677,SB704,SB506,3.2,oro15,11,F04,sample,FOX,8/2/15,31,NA
oro151680,SA702,SC501,3.2,oro15,9,A02,sample,WLD,8/2/15,31,NA
oro151681,SA712,SC504,3.1,oro15,3,D12,sample,WLD,8/2/15,31,NA
oro151682,SA706,SA503,3.2,oro15,7,C06,sample,WLD,8/2/15,31,NA
oro151683,SA703,SC501,3.2,oro15,9,A03,sample,WLD,8/2/15,31,NA
oro151684,SA704,SC501,3.2,oro15,9,A04,sample,WLD,8/2/15,31,NA
oro151685,SA707,SA503,3.2,oro15,7,C07,sample,WLD,8/2/15,31,NA
oro151686,SA705,SC501,3.2,oro15,9,A05,sample,WLD,8/2/15,31,NA
oro151689,SA709,SA503,3.2,oro15,7,C09,sample,WLD,8/2/15,31,NA
oro151692,SA708,SC501,3.1,oro15,3,A08,sample,MAS,7/26/15,30,NA
oro151697,SB710,SC505,3.1,oro15,6,E10,sample,MAS,7/26/15,30,NA
oro151702,SB711,SC505,3.1,oro15,6,E11,sample,MAS,7/26/15,30,NA
oro151711,SA702,SA504,3.2,oro15,7,D02,sample,HOP,8/3/15,32,NA
oro151714,SA705,SA504,3.2,oro15,7,D05,sample,HOP,8/3/15,32,NA
oro151720,SA701,SB506,3.2,oro15,8,F01,sample,HOP,8/10/15,33,NA
oro151723,SA707,SA504,3.2,oro15,7,D07,sample,HOP,8/10/15,33,NA
oro151725,SA709,SA504,3.2,oro15,7,D09,sample,HOP,8/10/15,33,NA
oro151727,SA711,SA504,3.2,oro15,7,D11,sample,HOP,8/10/15,33,NA
oro151739,SA703,SA505,3.2,oro15,7,E03,sample,HOP,8/17/15,34,NA
oro151740,SA704,SC501,3.1,oro15,3,A04,sample,HOP,8/24/15,35,NA
oro151742,SA712,SA504,3.1,oro15,14,A06,sample,HOP,8/24/15,35,NA
oro151751,SA707,SA505,3.2,oro15,7,E07,sample,HOP,8/24/15,35,NA
oro151873,SB702,SA504,3.2,oro15,10,D02,sample,BRN,8/22/15,34,NA
oro151875,SA703,SB504,3.1,oro15,2,D03,sample,BRN,7/4/15,27,NA
oro151882,SB708,SB502,3.2,oro15,11,B08,sample,BRN,8/22/15,34,NA
oro151886,SB702,SC506,3.1,oro15,6,F02,sample,BRN,8/22/15,34,NA
oro151887,SB703,SC506,3.1,oro15,6,F03,sample,BRN,8/22/15,34,NA
oro151893,SB711,SB502,3.2,oro15,11,B11,sample,BRN,8/14/15,33,NA
oro151896,SB703,SB503,3.2,oro15,11,C03,sample,BRN,8/8/15,32,NA
oro151897,SB704,SB503,3.2,oro15,11,C04,sample,BRN,8/14/15,33,NA
oro151898,SB705,SB503,3.2,oro15,11,C05,sample,BRN,8/14/15,33,NA
oro151902,SB706,SB503,3.2,oro15,11,C06,sample,BRN,8/8/15,32,NA
oro151905,SB707,SC506,3.1,oro15,6,F07,sample,BRN,8/8/15,32,NA
oro151910,SB708,SC506,3.1,oro15,6,F08,sample,BRN,8/14/15,33,NA
oro151960,SB711,SA501,3.1,oro15,4,A11,sample,COR,7/12/15,28,NA
oro151963,SB712,SB501,3.1,oro15,5,A12,sample,COR,7/26/15,30,NA
oro151966,SA704,SB508,3.1,oro15,2,H04,sample,COR,7/3/15,27,NA
oro151967,SA704,SA501,3.1,oro15,1,A04,sample,WLD,8/23/15,34,NA
oro151969,SB712,SA501,3.1,oro15,4,A12,sample,COR,7/12/15,28,NA
oro151971,SB701,SA501,3.1,oro15,4,A01,sample,COR,6/26/15,26,NA
oro151974,SA705,SB506,3.1,oro15,2,F05,sample,COR,7/26/15,30,NA
oro151978,SB709,SB501,3.1,oro15,5,A09,sample,COR,7/26/15,30,NA
oro151979,SB701,SB501,3.1,oro15,5,A01,sample,COR,7/12/15,28,NA
oro151980,SB706,SA501,3.1,oro15,4,A06,sample,COR,7/3/15,27,NA
oro151985,SB708,SA501,3.1,oro15,4,A08,sample,COR,7/12/15,28,NA
oro151988,SB710,SB501,3.1,oro15,5,A10,sample,COR,7/26/15,30,NA
oro151991,SA704,SB505,3.1,oro15,2,E04,sample,COR,6/26/15,26,NA
oro151994,SB704,SB501,3.1,oro15,5,A04,sample,COR,7/26/15,30,NA
oro151995,SB709,SA501,3.1,oro15,4,A09,sample,COR,7/12/15,28,NA
oro151997,SA704,SA508,3.1,oro15,1,H04,sample,WLD,8/23/15,34,NA
oro151998,SB711,SB501,3.1,oro15,5,A11,sample,COR,7/26/15,30,NA
oro151999,SB703,SB501,3.1,oro15,5,A03,sample,COR,7/12/15,28,NA
oro152000,SA705,SB501,3.1,oro15,2,A05,sample,COR,7/3/15,27,NA
oro152001,SA711,SC505,3.2,oro15,9,E11,sample,COR,8/21/15,34,NA
oro152003,SA712,SC505,3.2,oro15,9,E12,sample,COR,8/16/15,33,NA
oro152004,SA701,SC506,3.2,oro15,9,F01,sample,COR,8/1/15,31,NA
oro152005,SA706,SB506,3.1,oro15,2,F06,sample,COR,8/21/15,34,NA
oro152007,SA702,SC506,3.2,oro15,9,F02,sample,COR,8/16/15,33,NA
oro152015,SB711,SC503,3.2,oro15,12,C11,sample,BRN,7/18/15,29,NA
oro152016,SB712,SC503,3.2,oro15,12,C12,sample,BRN,7/11/15,28,NA
oro152026,SB710,SC504,3.2,oro15,12,D10,sample,BRN,7/11/15,28,NA
oro152028,SB712,SC504,3.2,oro15,12,D12,sample,BRN,7/25/15,30,NA
oro152030,SA708,SA503,3.1,oro15,1,C08,sample,BRN,7/11/15,28,NA
oro152036,SA705,SA508,3.1,oro15,13,C01,sample,BRN,7/11/15,28,NA
oro152037,SA706,SA508,3.1,oro15,13,C02,sample,BRN,8/1/15,31,NA
oro152038,SA701,SA501,3.1,oro15,13,C04,sample,BRN,7/25/15,30,NA
oro152041,SA710,SA501,3.1,oro15,13,C05,sample,BRN,7/11/15,28,NA
oro152042,SA711,SA501,3.1,oro15,13,C06,sample,BRN,8/1/15,31,NA
oro152047,SA711,SA502,3.1,oro15,13,C09,sample,BRN,8/1/15,31,NA
oro152050,SA702,SA505,3.1,oro15,1,E02,sample,BRN,7/11/15,28,NA
oro152051,SB709,SC508,3.2,oro15,12,H09,sample,BRN,7/11/15,28,NA
oro152052,SB710,SC508,3.2,oro15,12,H10,sample,BRN,8/1/15,31,NA
oro152054,SB711,SC508,3.2,oro15,12,H11,sample,BRN,7/18/15,29,NA
oro152055,SB712,SC508,3.2,oro15,12,H12,sample,BRN,7/11/15,28,NA
oro152059,SB712,SA502,3.2,oro15,10,B12,sample,MAP,8/8/15,32,NA
oro152061,SB703,SB501,3.2,oro15,11,A03,sample,MAP,8/8/15,32,NA
oro152062,SB704,SB501,3.2,oro15,11,A04,sample,MAP,8/8/15,32,NA
oro152063,SB705,SB501,3.2,oro15,11,A05,sample,MAP,8/8/15,32,NA
oro152067,SA705,SC507,3.1,oro15,3,G05,sample,MAP,8/8/15,32,NA
oro152072,SB711,SC506,3.1,oro15,6,F11,sample,MAP,8/14/15,33,NA
oro152075,SB710,SB501,3.2,oro15,11,A10,sample,MAP,8/14/15,33,NA
oro152076,SB711,SB501,3.2,oro15,11,A11,sample,MAP,8/14/15,33,NA
oro152081,SB702,SC507,3.1,oro15,6,G02,sample,MAP,8/22/15,34,NA
oro152083,SA709,SA501,3.1,oro15,1,A09,sample,MAP,8/22/15,34,NA
oro152084,SA707,SA501,3.1,oro15,1,A07,sample,MAP,8/22/15,34,NA
oro152088,SA709,SA502,3.1,oro15,1,B09,sample,MAP,8/22/15,34,NA
oro152090,SB705,SB502,3.2,oro15,11,B05,sample,MAP,8/22/15,34,NA
oro152091,SB706,SB502,3.2,oro15,11,B06,sample,MAP,8/29/15,35,NA
oro152097,SB705,SC501,3.2,oro15,12,A05,sample,MAP,8/29/15,35,NA
oro152100,SB706,SC501,3.2,oro15,12,A06,sample,MAP,8/29/15,35,NA
oro152103,SA705,SC504,3.1,oro15,3,D05,sample,MAP,8/29/15,35,NA
oro152105,SA701,SA504,3.1,oro15,13,A10,sample,MAP,7/11/15,28,NA
oro152120,SA703,SC506,3.2,oro15,9,F03,sample,COR,8/1/15,31,NA
oro152121,SA705,SB508,3.1,oro15,2,H05,sample,COR,8/1/15,31,NA
oro152123,SA704,SC506,3.2,oro15,9,F04,sample,COR,8/21/15,34,NA
oro152125,SB709,SC507,3.1,oro15,6,G09,sample,COR,8/16/15,33,NA
oro152127,SB710,SC507,3.1,oro15,6,G10,sample,COR,8/21/15,34,NA
oro152130,SA708,SC506,3.2,oro15,9,F08,sample,COR,8/1/15,31,NA
oro152132,SA706,SB508,3.1,oro15,2,H06,sample,COR,8/21/15,34,NA
oro152137,SB711,SC507,3.1,oro15,6,G11,sample,COR,8/21/15,34,NA
oro152139,SA710,SC506,3.2,oro15,9,F10,sample,COR,8/16/15,33,NA
oro152141,SA706,SB502,3.1,oro15,2,B06,sample,COR,8/1/15,31,NA
oro152142,SB712,SC507,3.1,oro15,6,G12,sample,COR,8/21/15,34,NA
oro152145,SA706,SB504,3.1,oro15,2,D06,sample,COR,8/16/15,33,NA
oro152147,SB701,SC508,3.1,oro15,6,H01,sample,COR,8/21/15,34,NA
oro152149,SB702,SC508,3.1,oro15,6,H02,sample,COR,8/16/15,33,NA
oro152151,SB703,SC508,3.1,oro15,6,H03,sample,COR,8/1/15,31,NA
oro152153,SA709,SA506,3.1,oro15,14,A10,sample,COR,8/16/15,33,NA
oro152155,SB704,SC508,3.1,oro15,6,H04,sample,COR,8/1/15,31,NA
oro152243,SB709,SC502,3.2,oro15,12,B09,sample,MAP,7/18/15,29,NA
oro152246,SB712,SC502,3.2,oro15,12,B12,sample,MAP,7/18/15,29,NA
oro152249,SA706,SC506,3.1,oro15,3,F06,sample,MAP,7/18/15,29,NA
oro152250,SA706,SA504,3.1,oro15,13,A12,sample,MAP,7/18/15,29,NA
oro152330,SB705,SC508,3.1,oro15,6,H05,sample,COR,8/1/15,31,NA
oro152331,SB706,SC508,3.1,oro15,6,H06,sample,COR,8/16/15,33,NA
oro152333,SA712,SA506,3.1,oro15,14,A12,sample,COR,8/21/15,34,NA
oro152334,SB707,SC508,3.1,oro15,6,H07,sample,COR,8/21/15,34,NA
oro152338,SB706,SB501,3.1,oro15,5,A06,sample,COR,7/26/15,30,NA
oro152339,SB710,SA501,3.1,oro15,4,A10,sample,COR,7/12/15,28,NA
oro152341,SA703,SC508,3.2,oro15,9,H03,sample,FOX,8/23/15,34,NA
oro152342,SA710,SA503,3.2,oro15,7,C10,sample,WLD,8/17/15,34,NA
oro152345,SA704,SC508,3.2,oro15,9,H04,sample,FOX,8/23/15,34,NA
oro152350,SA708,SA504,3.1,oro15,1,D08,sample,FOX,8/23/15,34,NA
oro152357,SA710,SC501,3.2,oro15,9,A10,sample,WLD,8/17/15,34,NA
oro152361,SA711,SC501,3.2,oro15,9,A11,sample,WLD,8/17/15,34,NA
oro152362,SA703,SA507,3.1,oro15,1,G03,sample,WLD,8/23/15,34,NA
oro152367,SA712,SC501,3.2,oro15,9,A12,sample,WLD,8/17/15,34,NA
oro152370,SA710,SC508,3.2,oro15,9,H10,sample,FOX,8/23/15,34,NA
oro152371,SA712,SA503,3.2,oro15,7,C12,sample,WLD,8/17/15,34,NA
oro152376,SA711,SC508,3.2,oro15,9,H11,sample,FOX,8/23/15,34,NA
oro160001,SB711,SB501,1.2,oro16,01,A11,sample,HOP,5/6/2016,19,NA
oro160003,SB709,SB501,1.2,oro16,01,A09,sample,HOP,5/6/2016,19,NA
oro160004,SB708,SB501,1.2,oro16,01,A08,sample,HOP,5/6/2016,19,NA
oro160005,SB707,SB501,1.2,oro16,01,A07,sample,HOP,5/6/2016,19,NA
oro160006,SB706,SB501,1.2,oro16,01,A06,sample,HOP,5/6/2016,19,NA
oro160007,SB705,SB501,1.2,oro16,01,A05,sample,HOP,5/6/2016,19,NA
oro160008,SB704,SB501,1.2,oro16,01,A04,sample,HOP,5/6/2016,19,NA
oro160009,SB703,SB501,1.2,oro16,01,A03,sample,HOP,5/6/2016,19,NA
oro160010,SB702,SB501,1.2,oro16,01,A02,sample,HOP,5/6/2016,19,NA
oro160061,SB709,SB503,4.2,oro16,15,C09,sample,HOP,6/13/16,25,NA
oro160062,SB710,SB503,4.2,oro16,15,C10,sample,HOP,6/13/16,25,NA
oro160063,SB711,SB503,4.2,oro16,15,C11,sample,HOP,6/13/16,25,NA
oro160064,SB712,SB503,4.2,oro16,15,C12,sample,HOP,6/13/16,25,NA
oro160065,SB701,SB504,4.2,oro16,15,D01,sample,HOP,6/13/16,25,NA
oro160066,SB702,SB504,4.2,oro16,15,D02,sample,HOP,6/13/16,25,NA
oro160067,SB703,SB504,4.2,oro16,15,D03,sample,HOP,6/13/16,25,NA
oro160068,SB705,SB504,4.2,oro16,15,D05,sample,HOP,6/13/16,25,NA
oro160069,SB706,SB504,4.2,oro16,15,D06,sample,HOP,6/13/16,25,NA
oro160070,SB707,SB504,4.2,oro16,15,D07,sample,HOP,6/13/16,25,NA
oro160071,SB708,SB504,4.2,oro16,15,D08,sample,HOP,6/13/16,25,NA
oro160072,SB709,SB504,4.2,oro16,15,D09,sample,HOP,6/13/16,25,NA
oro160073,SB710,SB504,4.2,oro16,15,D10,sample,HOP,6/19/16,25,NA
oro160074,SB711,SB504,4.2,oro16,15,D11,sample,HOP,6/19/16,25,NA
oro160075,SB712,SB504,4.2,oro16,15,D12,sample,HOP,6/19/16,25,NA
oro160076,SB701,SB505,4.2,oro16,15,E01,sample,HOP,6/19/16,25,NA
oro160077,SB702,SB505,4.2,oro16,15,E02,sample,HOP,6/19/16,25,NA
oro160078,SB703,SB505,4.2,oro16,15,E03,sample,HOP,6/19/16,25,NA
oro160079,SB704,SB505,4.2,oro16,15,E04,sample,HOP,6/19/16,25,NA
oro160080,SB706,SB505,4.2,oro16,15,E06,sample,HOP,6/19/16,25,NA
oro160081,SB707,SB505,4.2,oro16,15,E07,sample,HOP,6/19/16,25,NA
oro160082,SB708,SB505,4.2,oro16,15,E08,sample,HOP,6/19/16,25,NA
oro160083,SB709,SB505,4.2,oro16,15,E09,sample,HOP,6/19/16,25,NA
oro160084,SB710,SB505,4.2,oro16,15,E10,sample,HOP,6/19/16,25,NA
oro160085,SB711,SB505,4.2,oro16,15,E11,sample,HOP,6/27/16,27,NA
oro160086,SB712,SB505,4.2,oro16,15,E12,sample,HOP,6/27/16,27,NA
oro160087,SB701,SB506,4.2,oro16,15,F01,sample,HOP,6/27/16,27,NA
oro160088,SB702,SB506,4.2,oro16,15,F02,sample,HOP,6/27/16,27,NA
oro160090,SB704,SB506,4.2,oro16,15,F04,sample,HOP,6/27/16,27,NA
oro160091,SB705,SB506,4.2,oro16,15,F05,sample,HOP,6/27/16,27,NA
oro160092,SB707,SB506,4.2,oro16,15,F07,sample,HOP,6/27/16,27,NA
oro160093,SB708,SB506,4.2,oro16,15,F08,sample,HOP,6/27/16,27,NA
oro160094,SB709,SB506,4.2,oro16,15,F09,sample,HOP,6/27/16,27,NA
oro160095,SB710,SB506,4.2,oro16,15,F10,sample,HOP,6/27/16,27,NA
oro160096,SB711,SB506,4.2,oro16,15,F11,sample,HOP,6/27/16,27,NA
oro160097,SB703,SC505,1.2,oro16,02,E03,sample,CNA,6/4/16,23,NA
oro160098,SB711,SC504,1.2,oro16,02,D11,sample,CNA,6/2/16,23,NA
oro160103,SB711,SC502,1.2,oro16,02,B11,sample,CNA,5/20/16,21,NA
oro160106,SB701,SC503,1.2,oro16,02,C02,sample,CNA,5/20/16,21,NA
oro160117,SB710,SC502,1.2,oro16,02,B10,sample,CNA,5/19/16,21,NA
oro160118,SB709,SC502,1.2,oro16,02,B09,sample,CNA,5/19/16,21,NA
oro160119,SB706,SC503,1.2,oro16,02,C07,sample,CNA,5/21/16,21,NA
oro160122,SB702,SC504,1.2,oro16,02,D02,sample,CNA,5/27/16,22,NA
oro160123,SB704,SC505,1.2,oro16,02,E04,sample,CNA,6/4/16,23,NA
oro160124,SB709,SC503,1.2,oro16,02,C01,sample,CNA,5/20/16,21,NA
oro160125,SB710,SC504,1.2,oro16,02,D10,sample,CNA,6/1/16,23,NA
oro160126,SB712,SC502,1.2,oro16,02,B12,sample,CNA,5/20/16,21,NA
oro160127,SB703,SC503,1.2,oro16,02,C04,sample,CNA,5/21/16,21,NA
oro160128,SB705,SC504,1.2,oro16,02,D05,sample,CNA,5/29/16,22,NA
oro160129,SB707,SC504,1.2,oro16,02,D07,sample,CNA,5/30/16,23,NA
oro160130,SB711,SC503,1.2,oro16,02,C11,sample,CNA,5/24/16,22,NA
oro160131,SB705,SC503,1.2,oro16,02,C06,sample,CNA,5/22/16,21,NA
oro160132,SB704,SC503,1.2,oro16,02,C05,sample,CNA,5/21/16,21,NA
oro160133,SB707,SC503,1.2,oro16,02,C08,sample,CNA,5/22/16,21,NA
oro160134,SB708,SC503,1.2,oro16,02,C09,sample,CNA,5/23/16,22,NA
oro160135,SB710,SC503,1.2,oro16,02,C10,sample,CNA,5/23/16,22,NA
oro160136,SB701,SC504,1.2,oro16,02,D01,sample,CNA,5/26/16,22,NA
oro160137,SB712,SC503,1.2,oro16,02,C12,sample,CNA,5/25/16,22,NA
oro160138,SB703,SC504,1.2,oro16,02,D03,sample,CNA,5/28/16,22,NA
oro160139,SB706,SC504,1.2,oro16,02,D06,sample,CNA,5/29/16,22,NA
oro160140,SB708,SC504,1.2,oro16,02,D08,sample,CNA,5/31/16,23,NA
oro160141,SB702,SC505,1.2,oro16,02,E02,sample,CNA,6/3/16,23,NA
oro160142,SB712,SC504,1.2,oro16,02,D12,sample,CNA,6/2/16,23,NA
oro160143,SB709,SC504,1.2,oro16,02,D09,sample,CNA,6/1/16,23,NA
oro160144,SB701,SC505,1.2,oro16,02,E01,sample,CNA,6/3/16,23,NA
oro160145,SB709,SB502,5.1,oro16,21,B09,sample,CNA,6/5/16,23,NA
oro160146,SB705,SB504,5.1,oro16,21,D05,sample,CNA,6/16/16,25,NA
oro160147,SB705,SB506,5.1,oro16,21,F05,sample,CNA,6/30/16,27,NA
oro160148,SB701,SB505,5.1,oro16,21,E01,sample,CNA,6/21/16,26,NA
oro160149,SB707,SB505,5.1,oro16,21,E07,sample,CNA,6/25/16,26,NA
oro160151,SB704,SB506,5.1,oro16,21,F04,sample,CNA,6/29/16,27,NA
oro160152,SB708,SB506,5.1,oro16,21,F08,sample,CNA,7/1/16,27,NA
oro160153,SB701,SB504,5.1,oro16,21,D01,sample,CNA,6/14/16,25,NA
oro160154,SB709,SB504,5.1,oro16,21,D09,sample,CNA,6/18/16,25,NA
oro160155,SB707,SB504,5.1,oro16,21,D07,sample,CNA,6/17/16,25,NA
oro160157,SB709,SB503,5.1,oro16,21,C09,sample,CNA,6/11/16,24,NA
oro160159,SB709,SB505,5.1,oro16,21,E09,sample,CNA,6/26/16,26,NA
oro160160,SB704,SB505,5.1,oro16,21,E04,sample,CNA,6/24/16,26,NA
oro160163,SB707,SB506,5.1,oro16,21,F07,sample,CNA,6/30/16,27,NA
oro160164,SB711,SB502,5.1,oro16,21,B11,sample,CNA,6/6/16,24,NA
oro160166,SB710,SB502,5.1,oro16,21,B10,sample,CNA,6/5/16,23,NA
oro160168,SB704,SB503,5.1,oro16,21,C04,sample,CNA,6/8/16,24,NA
oro160169,SB706,SB503,5.1,oro16,21,C06,sample,CNA,6/10/16,24,NA
oro160170,SB707,SB503,5.1,oro16,21,C07,sample,CNA,6/10/16,24,NA
oro160172,SB705,SB503,5.1,oro16,21,C05,sample,CNA,6/9/16,24,NA
oro160175,SB702,SB504,5.1,oro16,21,D02,sample,CNA,6/14/16,25,NA
oro160176,SB703,SB504,5.1,oro16,21,D03,sample,CNA,6/15/16,25,NA
oro160177,SB706,SB504,5.1,oro16,21,D06,sample,CNA,6/16/16,25,NA
oro160178,SB708,SB504,5.1,oro16,21,D08,sample,CNA,6/17/16,25,NA
oro160179,SB711,SB504,5.1,oro16,21,D11,sample,CNA,6/20/16,26,NA
oro160180,SB710,SB504,5.1,oro16,21,D10,sample,CNA,6/18/16,25,NA
oro160182,SB702,SB505,5.1,oro16,21,E02,sample,CNA,6/24/16,26,NA
oro160183,SB703,SB505,5.1,oro16,21,E03,sample,CNA,6/24/16,26,NA
oro160184,SB706,SB505,5.1,oro16,21,E06,sample,CNA,6/24/16,26,NA
oro160185,SB708,SB505,5.1,oro16,21,E08,sample,CNA,6/25/16,26,NA
oro160186,SB710,SB505,5.1,oro16,21,E10,sample,CNA,6/26/16,26,NA
oro160187,SB711,SB505,5.1,oro16,21,E11,sample,CNA,6/27/16,27,NA
oro160188,SB701,SB506,5.1,oro16,21,F01,sample,CNA,6/28/16,27,NA
oro160189,SB709,SB506,5.1,oro16,21,F09,sample,CNA,7/1/16,27,NA
oro160190,SB703,SB506,5.1,oro16,21,F03,sample,CNA,6/29/16,27,NA
oro160191,SB712,SB505,5.1,oro16,21,E12,sample,CNA,6/27/16,27,NA
oro160192,SB702,SB506,5.1,oro16,21,F02,sample,CNA,6/28/16,27,NA
oro160193,SB710,SB506,5.1,oro16,21,F10,sample,CNA,7/6/16,28,NA
oro160194,SB711,SB506,5.1,oro16,21,F11,sample,CNA,7/6/16,28,NA
oro160195,SB712,SB506,5.1,oro16,21,F12,sample,CNA,7/7/16,28,NA
oro160196,SB701,SB507,5.1,oro16,21,G01,sample,CNA,7/7/16,28,NA
oro160197,SB702,SB507,5.1,oro16,21,G02,sample,CNA,7/8/16,28,NA
oro160198,SB703,SB507,5.1,oro16,21,G03,sample,CNA,7/8/16,28,NA
oro160199,SB704,SB507,5.1,oro16,21,G04,sample,CNA,7/9/16,28,NA
oro160200,SB705,SB507,5.1,oro16,21,G05,sample,CNA,7/9/16,28,NA
oro160201,SB706,SB507,5.1,oro16,21,G06,sample,CNA,7/9/16,28,NA
oro160202,SB708,SB507,5.1,oro16,21,G08,sample,CNA,7/10/16,28,NA
oro160203,SB709,SB507,5.1,oro16,21,G09,sample,CNA,7/11/16,29,NA
oro160204,SB710,SB507,5.1,oro16,21,G10,sample,CNA,7/12/16,29,NA
oro160205,SB711,SB507,5.1,oro16,21,G11,sample,CNA,7/12/16,29,NA
oro160206,SB712,SB507,5.1,oro16,21,G12,sample,CNA,7/12/16,29,NA
oro160207,SB701,SB508,5.1,oro16,21,H01,sample,CNA,7/13/16,29,NA
oro160208,SB702,SB508,5.1,oro16,21,H02,sample,CNA,7/13/16,29,NA
oro160209,SB703,SB508,5.1,oro16,21,H03,sample,CNA,7/20/16,30,NA
oro160210,SB704,SB508,5.1,oro16,21,H04,sample,CNA,7/20/16,30,NA
oro160211,SB705,SB508,5.1,oro16,21,H05,sample,CNA,7/21/16,30,NA
oro160212,SB706,SB508,5.1,oro16,21,H06,sample,CNA,7/21/16,30,NA
oro160213,SB707,SB508,5.1,oro16,21,H07,sample,CNA,7/21/16,30,NA
oro160214,SB709,SB508,5.1,oro16,21,H09,sample,CNA,7/22/16,30,NA
oro160215,SB710,SB508,5.1,oro16,21,H10,sample,CNA,7/22/16,30,NA
oro160216,SB711,SB508,5.1,oro16,21,H11,sample,CNA,7/22/16,30,NA
oro160217,SB704,SC501,5.1,oro16,22,A04,sample,CNA,7/24/16,30,NA
oro160218,SB712,SB508,5.1,oro16,21,H12,sample,CNA,7/23/16,30,NA
oro160219,SB702,SC501,5.1,oro16,22,A02,sample,CNA,7/23/16,30,NA
oro160220,SB703,SC501,5.1,oro16,22,A03,sample,CNA,7/23/16,30,NA
oro160221,SB705,SC501,5.1,oro16,22,A05,sample,CNA,7/24/16,30,NA
oro160222,SB706,SC501,5.1,oro16,22,A06,sample,CNA,7/25/16,31,NA
oro160224,SB707,SC501,5.1,oro16,22,A07,sample,CNA,7/25/16,31,NA
oro160384,SA707,SB501,4.2,oro16,12,A07,sample,BRN,4/22/16,17,NA
oro160385,SA708,SB501,4.2,oro16,12,A08,sample,BRN,4/22/16,17,NA
oro160386,SA709,SB501,4.2,oro16,12,A09,sample,BRN,4/22/16,17,NA
oro160387,SA710,SB501,4.2,oro16,12,A10,sample,BRN,4/22/16,17,NA
oro160388,SA711,SB501,4.2,oro16,12,A11,sample,BRN,4/22/16,17,NA
oro160392,SA704,SB502,4.2,oro16,12,B04,sample,BRN,4/22/16,17,NA
oro160393,SA705,SB502,4.2,oro16,12,B05,sample,BRN,4/22/16,17,NA
oro160394,SA706,SB502,4.2,oro16,12,B06,sample,BRN,4/22/16,17,NA
oro160395,SA707,SB502,4.2,oro16,12,B07,sample,BRN,4/22/16,17,NA
oro160396,SA709,SC507,4.2,oro16,13,G09,sample,MAP,4/29/16,18,NA
oro160397,SA710,SC507,4.2,oro16,13,G10,sample,MAP,4/29/16,18,NA
oro160398,SA711,SC507,4.2,oro16,13,G11,sample,MAP,4/29/16,18,NA
oro160399,SA712,SC507,4.2,oro16,13,G12,sample,MAP,4/29/16,18,NA
oro160400,SA701,SC508,4.2,oro16,13,H01,sample,MAP,4/29/16,18,NA
oro160401,SA702,SC508,4.2,oro16,13,H02,sample,MAP,4/29/16,18,NA
oro160403,SA704,SC508,4.2,oro16,13,H04,sample,MAP,4/29/16,18,NA
oro160404,SA705,SC508,4.2,oro16,13,H05,sample,MAP,4/29/16,18,NA
oro160405,SA706,SC508,4.2,oro16,13,H06,sample,MAP,4/29/16,18,NA
oro160406,SA707,SC508,4.2,oro16,13,H07,sample,MAP,4/29/16,18,NA
oro160407,SA709,SC508,4.2,oro16,13,H09,sample,MAP,4/29/16,18,NA
oro160408,SA709,SB503,4.2,oro16,12,C09,sample,BRN,5/9/16,20,NA
oro160409,SA710,SB503,4.2,oro16,12,C10,sample,BRN,5/9/16,20,NA
oro160410,SA711,SB503,4.2,oro16,12,C11,sample,BRN,5/9/16,20,NA
oro160411,SA712,SB503,4.2,oro16,12,C12,sample,BRN,5/9/16,20,NA
oro160412,SA701,SB505,4.2,oro16,12,D01,sample,BRN,5/9/16,20,NA
oro160413,SA702,SB504,4.2,oro16,12,D02,sample,BRN,5/9/16,20,NA
oro160414,SA703,SB504,4.2,oro16,12,D03,sample,BRN,5/9/16,20,NA
oro160415,SA705,SB504,4.2,oro16,12,D05,sample,BRN,5/9/16,20,NA
oro160416,SA706,SB504,4.2,oro16,12,D06,sample,BRN,5/9/16,20,NA
oro160417,SA707,SB504,4.2,oro16,12,D07,sample,BRN,5/9/16,20,NA
oro160418,SA708,SB504,4.2,oro16,12,D08,sample,BRN,5/9/16,20,NA
oro160419,SA709,SB504,4.2,oro16,12,D09,sample,BRN,5/9/16,20,NA
oro160420,SA710,SB504,4.2,oro16,12,D10,sample,BRN,05/15/16,20,NA
oro160421,SA711,SB504,4.2,oro16,12,D11,sample,BRN,05/15/16,20,NA
oro160422,SA712,SB504,4.2,oro16,12,D12,sample,BRN,05/15/16,20,NA
oro160423,SA701,SB504,4.2,oro16,12,E01,sample,BRN,05/15/16,20,NA
oro160424,SA702,SB505,4.2,oro16,12,E02,sample,BRN,05/15/16,20,NA
oro160425,SA703,SB505,4.2,oro16,12,E03,sample,BRN,05/15/16,20,NA
oro160426,SA704,SB505,4.2,oro16,12,E04,sample,BRN,05/15/16,20,NA
