SampleID,rBC,fBC,SeqBatch,StudyID,DNAplate,DNAwell,SampleType,Site,Date,WOY,HostSpecies
oro161471,SA706,SB504,4.1,oro16,06,D06,sample,CNB,6/11/16,24,NA
oro161472,SA707,SB504,4.1,oro16,06,D07,sample,CNB,6/11/16,24,NA
oro161473,SA708,SB504,4.1,oro16,06,D08,sample,CNB,6/11/16,24,NA
oro161474,SA709,SB504,4.1,oro16,06,D09,sample,CNB,6/11/16,24,NA
oro161475,SA710,SB504,4.1,oro16,06,D10,sample,CNB,6/11/16,24,NA
oro161476,SA711,SB504,4.1,oro16,06,D11,sample,CNB,6/11/16,24,NA
oro161477,SA712,SB504,4.1,oro16,06,D12,sample,CNB,6/11/16,24,NA
oro161478,SA701,SB505,4.1,oro16,06,E01,sample,CNB,6/11/16,24,NA
oro161479,SA702,SB505,4.1,oro16,06,E02,sample,CNB,6/11/16,24,NA
oro161480,SA703,SB505,4.1,oro16,06,E03,sample,CNB,6/11/16,24,NA
oro161481,SA704,SB505,4.1,oro16,06,E04,sample,CNB,6/11/16,24,NA
oro161484,SB709,SC501,4.1,oro16,10,A09,sample,CNB,6/18/16,25,NA
oro161485,SB710,SC501,4.1,oro16,10,A10,sample,CNB,6/18/16,25,NA
oro161486,SB711,SC501,4.1,oro16,10,A11,sample,CNB,6/18/16,25,NA
oro161487,SB712,SC501,4.1,oro16,10,A12,sample,CNB,6/18/16,25,NA
oro161488,SB701,SC502,4.1,oro16,10,B01,sample,CNB,6/18/16,25,NA
oro161489,SB703,SC502,4.1,oro16,10,B03,sample,CNB,6/18/16,25,NA
oro161490,SB704,SC502,4.1,oro16,10,B04,sample,CNB,6/18/16,25,NA
oro161491,SB705,SC502,4.1,oro16,10,B05,sample,CNB,6/18/16,25,NA
oro161492,SB706,SC502,4.1,oro16,10,B06,sample,CNB,6/18/16,25,NA
oro161493,SB707,SC502,4.1,oro16,10,B07,sample,CNB,6/18/16,25,NA
oro161494,SB708,SC502,4.1,oro16,10,B08,sample,CNB,6/18/16,25,NA
oro161495,SB709,SC502,4.1,oro16,10,B09,sample,CNB,6/18/16,25,NA
oro161496,SB710,SC502,4.1,oro16,10,B10,sample,CNB,6/26/16,26,NA
oro161497,SB711,SC502,4.1,oro16,10,B11,sample,CNB,6/26/16,26,NA
oro161498,SB712,SC502,4.1,oro16,10,B12,sample,CNB,6/26/16,26,NA
oro161499,SB701,SC503,4.1,oro16,10,C01,sample,CNB,6/26/16,26,NA
oro161500,SB702,SC503,4.1,oro16,10,C02,sample,CNB,6/26/16,26,NA
oro161501,SB704,SC503,4.1,oro16,10,C04,sample,CNB,6/26/16,26,NA
oro161502,SB705,SC503,4.1,oro16,10,C05,sample,CNB,6/26/16,26,NA
oro161503,SB706,SC503,4.1,oro16,10,C06,sample,CNB,6/26/16,26,NA
oro161504,SB707,SC503,4.1,oro16,10,C07,sample,CNB,6/26/16,26,NA
oro161506,SB709,SC503,4.1,oro16,10,C09,sample,CNB,6/26/16,26,NA
oro161507,SB710,SC503,4.1,oro16,10,C10,sample,CNB,6/26/16,26,NA
oro161508,SB711,SC503,4.1,oro16,10,C11,sample,CNB,7/3/16,27,NA
oro161509,SB712,SC503,4.1,oro16,10,C12,sample,CNB,7/3/16,27,NA
oro161510,SB702,SA508,4.1,oro16,08,H02,sample,CNB,7/3/16,27,NA
oro161511,SB703,SA508,4.1,oro16,08,H03,sample,CNB,7/3/16,27,NA
oro161512,SB704,SA508,4.1,oro16,08,H04,sample,CNB,7/3/16,27,NA
oro161513,SB705,SA508,4.1,oro16,08,H05,sample,CNB,7/3/16,27,NA
oro161514,SB706,SA508,4.1,oro16,08,H06,sample,CNB,7/3/16,27,NA
oro161515,SB707,SA508,4.1,oro16,08,H07,sample,CNB,7/3/16,27,NA
oro161516,SB709,SA508,4.1,oro16,08,H09,sample,CNB,7/3/16,27,NA
oro161517,SB710,SA508,4.1,oro16,08,H10,sample,CNB,7/3/16,27,NA
oro161519,SB712,SA508,4.1,oro16,08,H12,sample,CNB,7/3/16,27,NA
oro161520,SB708,SA507,7.2,oro16,40,G08,sample,CNB,7/13/16,29,NA
oro161521,SB709,SA507,7.2,oro16,40,G09,sample,CNB,7/13/16,29,NA
oro161522,SB710,SA507,7.2,oro16,40,G10,sample,CNB,7/13/16,29,NA
oro161523,SB711,SA507,7.2,oro16,40,G11,sample,CNB,7/13/16,29,NA
oro161524,SB712,SA507,7.2,oro16,40,G12,sample,CNB,7/13/16,29,NA
oro161525,SB701,SA508,7.2,oro16,40,H01,sample,CNB,7/13/16,29,NA
oro161526,SB702,SA508,7.2,oro16,40,H02,sample,CNB,7/13/16,29,NA
oro161527,SB703,SA508,7.2,oro16,40,H03,sample,CNB,7/13/16,29,NA
oro161528,SB704,SA508,7.2,oro16,40,H04,sample,CNB,7/13/16,29,NA
oro161529,SB705,SA508,7.2,oro16,40,H05,sample,CNB,7/13/16,29,NA
oro161530,SB706,SA508,7.2,oro16,40,H06,sample,CNB,7/13/16,29,NA
oro161531,SB707,SA508,7.2,oro16,40,H07,sample,CNB,7/13/16,29,NA
oro161535,SB711,SB506,4.1,oro16,09,F11,sample,GIL,6/2/16,23,NA
oro161536,SB705,SB506,4.1,oro16,09,F05,sample,GIL,6/2/16,23,NA
oro161537,SB706,SB507,4.1,oro16,09,G06,sample,GIL,5/16/16,21,NA
oro161538,SB711,SB507,4.1,oro16,09,G11,sample,GIL,5/16/16,21,NA
oro161539,SB703,SC501,4.1,oro16,10,A03,sample,GIL,5/19/16,21,NA
oro161540,SB709,SB506,4.1,oro16,09,F09,sample,GIL,6/2/16,23,NA
oro161541,SB702,SB507,4.1,oro16,09,G02,sample,GIL,6/2/16,23,NA
oro161542,SB710,SB507,4.1,oro16,09,G10,sample,GIL,5/16/16,21,NA
oro161543,SB708,SB506,4.1,oro16,09,F08,sample,GIL,6/2/16,23,NA
oro161544,SB707,SB508,4.1,oro16,09,H07,sample,GIL,5/19/16,21,NA
oro161546,SB704,SB505,4.1,oro16,09,E04,sample,GIL,6/15/16,25,NA
oro161547,SB707,SB506,4.1,oro16,09,F07,sample,GIL,6/2/16,23,NA
oro161548,SB712,SB507,4.1,oro16,09,G12,sample,GIL,5/16/16,21,NA
oro161549,SB709,SB507,4.1,oro16,09,G09,sample,GIL,5/16/16,21,NA
oro161550,SB702,SB508,4.1,oro16,09,H02,sample,GIL,5/16/16,21,NA
oro161551,SB709,SB508,4.1,oro16,09,H09,sample,GIL,5/19/16,21,NA
oro161552,SB701,SB506,4.1,oro16,09,F01,sample,GIL,6/15/16,25,NA
oro161554,SB708,SB507,4.1,oro16,09,G08,sample,GIL,5/16/16,21,NA
oro161555,SB703,SB508,4.1,oro16,09,H03,sample,GIL,5/16/16,21,NA
oro161556,SB711,SB508,4.1,oro16,09,H11,sample,GIL,5/19/16,21,NA
oro161557,SB702,SC501,4.1,oro16,10,A02,sample,GIL,5/19/16,21,NA
oro161558,SB709,SB505,4.1,oro16,09,E09,sample,GIL,6/15/16,25,NA
oro161560,SB707,SB505,4.1,oro16,09,E07,sample,GIL,6/15/16,25,NA
oro161561,SB712,SB506,4.1,oro16,09,F12,sample,GIL,6/2/16,23,NA
oro161562,SB703,SB507,4.1,oro16,09,G03,sample,GIL,6/2/16,23,NA
oro161563,SB712,SB508,4.1,oro16,09,H12,sample,GIL,5/19/16,21,NA
oro161564,SB706,SB505,4.1,oro16,09,E06,sample,GIL,6/15/16,25,NA
oro161565,SB705,SB507,4.1,oro16,09,G05,sample,GIL,6/2/16,23,NA
oro161567,SB710,SB505,4.1,oro16,09,E10,sample,GIL,6/15/16,25,NA
oro161568,SB704,SB508,4.1,oro16,09,H04,sample,GIL,5/16/16,21,NA
oro161569,SB704,SC501,4.1,oro16,10,A04,sample,GIL,5/19/16,21,NA
oro161570,SB712,SB505,4.1,oro16,09,E12,sample,GIL,6/15/16,25,NA
oro161571,SB708,SB505,4.1,oro16,09,E08,sample,GIL,6/15/16,25,NA
oro161573,SB701,SB508,4.1,oro16,09,H01,sample,GIL,5/16/16,21,NA
oro161574,SB711,SB505,4.1,oro16,09,E11,sample,GIL,6/15/16,25,NA
oro161575,SB708,SC501,4.1,oro16,10,A08,sample,GIL,5/19/16,21,NA
oro161576,SB702,SB506,4.1,oro16,09,F02,sample,GIL,6/15/16,25,NA
oro161577,SB704,SB507,4.1,oro16,09,G04,sample,GIL,6/2/16,23,NA
oro161578,SB705,SB508,4.1,oro16,09,H05,sample,GIL,5/16/16,21,NA
oro161579,SB701,SB507,4.1,oro16,09,G01,sample,GIL,6/2/16,23,NA
oro161580,SB707,SC501,4.1,oro16,10,A07,sample,GIL,5/19/16,21,NA
oro161581,SB706,SC501,4.1,oro16,10,A06,sample,GIL,5/19/16,21,NA
oro161582,SB703,SB506,4.1,oro16,09,F03,sample,GIL,6/15/16,25,NA
oro161583,SB704,SB506,4.1,oro16,09,F04,sample,GIL,6/15/16,25,NA
oro161684,SB705,SA502,4.1,oro16,08,B05,sample,HOL,5/25/2016,22,NA
oro161685,SB706,SA502,4.1,oro16,08,B06,sample,HOL,5/25/2016,22,NA
oro161686,SB707,SA502,4.1,oro16,08,B07,sample,HOL,5/25/2016,22,NA
oro161687,SB708,SA502,4.1,oro16,08,B08,sample,HOL,5/25/2016,22,NA
oro161688,SB709,SA502,4.1,oro16,08,B09,sample,HOL,5/25/2016,22,NA
oro161689,SB710,SA502,4.1,oro16,08,B10,sample,HOL,5/25/2016,22,NA
oro161690,SB711,SA502,4.1,oro16,08,B11,sample,HOL,5/25/2016,22,NA
oro161691,SB712,SA502,4.1,oro16,08,B12,sample,HOL,5/25/2016,22,NA
oro161693,SB702,SA503,4.1,oro16,08,C02,sample,HOL,5/25/2016,22,NA
oro161694,SB704,SA503,4.1,oro16,08,C04,sample,HOL,5/25/2016,22,NA
oro161695,SB705,SA503,4.1,oro16,08,C05,sample,HOL,5/25/2016,22,NA
oro161696,SB706,SA504,4.1,oro16,08,D06,sample,HOL,5/18/2016,21,NA
oro161699,SB707,SA504,4.1,oro16,08,D07,sample,HOL,5/11/2016,20,NA
oro161700,SB708,SA504,4.1,oro16,08,D08,sample,HOL,5/11/2016,20,NA
oro161701,SB709,SA504,4.1,oro16,08,D09,sample,HOL,5/11/2016,20,NA
oro161702,SB710,SA504,4.1,oro16,08,D10,sample,HOL,5/11/2016,20,NA
oro161703,SB711,SA504,4.1,oro16,08,D11,sample,HOL,5/11/2016,20,NA
oro161704,SB712,SA504,4.1,oro16,08,D12,sample,HOL,5/11/2016,20,NA
oro161705,SB701,SA505,4.1,oro16,08,E01,sample,HOL,5/11/2016,20,NA
oro161706,SB702,SA505,4.1,oro16,08,E02,sample,HOL,5/11/2016,20,NA
oro161707,SB703,SA505,4.1,oro16,08,E03,sample,HOL,5/11/2016,20,NA
oro161708,SB704,SA505,4.1,oro16,08,E04,sample,HOL,5/11/2016,20,NA
oro161709,SB706,SA505,4.1,oro16,08,E06,sample,HOL,5/11/2016,20,NA
oro161710,SB707,SA505,4.1,oro16,08,E07,sample,HOL,5/11/2016,20,NA
oro161711,SB706,SA503,4.1,oro16,08,C06,sample,HOL,5/18/2016,21,NA
oro161712,SB707,SA503,4.1,oro16,08,C07,sample,HOL,5/18/2016,21,NA
oro161713,SB708,SA503,4.1,oro16,08,C08,sample,HOL,5/18/2016,21,NA
oro161714,SB709,SA503,4.1,oro16,08,C09,sample,HOL,5/18/2016,21,NA
oro161715,SB710,SA503,4.1,oro16,08,C10,sample,HOL,5/18/2016,21,NA
oro161716,SB711,SA503,4.1,oro16,08,C11,sample,HOL,5/18/2016,21,NA
oro161717,SB712,SA503,4.1,oro16,08,C12,sample,HOL,5/18/2016,21,NA
oro161718,SB701,SA504,4.1,oro16,08,D01,sample,HOL,5/18/2016,21,NA
oro161719,SB702,SA504,4.1,oro16,08,D02,sample,HOL,5/18/2016,21,NA
oro161720,SB708,SA505,4.1,oro16,08,E08,sample,HOL,5/4/2016,19,NA
oro161721,SB709,SA505,4.1,oro16,08,E09,sample,HOL,5/4/2016,19,NA
oro161722,SB710,SA505,4.1,oro16,08,E10,sample,HOL,5/4/2016,19,NA
oro161723,SB711,SA505,4.1,oro16,08,E11,sample,HOL,5/4/2016,19,NA
oro161724,SB712,SA505,4.1,oro16,08,E12,sample,HOL,5/4/2016,19,NA
oro161725,SB701,SA506,4.1,oro16,08,F01,sample,HOL,5/4/2016,19,NA
oro161726,SB702,SA506,4.1,oro16,08,F02,sample,HOL,5/4/2016,19,NA
oro161727,SB703,SA506,4.1,oro16,08,F03,sample,HOL,5/4/2016,19,NA
oro161728,SB704,SA506,4.1,oro16,08,F04,sample,HOL,5/4/2016,19,NA
oro161729,SB705,SA506,4.1,oro16,08,F05,sample,HOL,5/4/2016,19,NA
oro161730,SB707,SA506,4.1,oro16,08,F07,sample,HOL,5/4/2016,19,NA
oro161731,SB708,SA506,4.1,oro16,08,F08,sample,HOL,5/4/2016,19,NA
oro161732,SB703,SA504,4.1,oro16,08,D03,sample,HOL,5/18/2016,21,NA
oro161733,SB705,SA504,4.1,oro16,08,D05,sample,HOL,5/18/2016,21,NA
oro161784,SB701,SC504,4.1,oro16,10,D01,sample,CHI,6/8/16,24,NA
oro161785,SB702,SC504,4.1,oro16,10,D02,sample,CHI,6/8/16,24,NA
oro161786,SB703,SC504,4.1,oro16,10,D03,sample,CHI,6/8/16,24,NA
oro161787,SB705,SC504,4.1,oro16,10,D05,sample,CHI,6/8/16,24,NA
oro161788,SB706,SC504,4.1,oro16,10,D06,sample,CHI,6/8/16,24,NA
oro161789,SB707,SC504,4.1,oro16,10,D07,sample,CHI,6/8/16,24,NA
oro161790,SB708,SC504,4.1,oro16,10,D08,sample,CHI,6/8/16,24,NA
oro161791,SB709,SC504,4.1,oro16,10,D09,sample,CHI,6/8/16,24,NA
oro161792,SB710,SC504,4.1,oro16,10,D10,sample,CHI,6/8/16,24,NA
oro161793,SB711,SC504,4.1,oro16,10,D11,sample,CHI,6/8/16,24,NA
oro161794,SB712,SC504,4.1,oro16,10,D12,sample,CHI,6/8/16,24,NA
oro161795,SB701,SC505,4.1,oro16,10,E01,sample,CHI,6/8/16,24,NA
oro161796,SB702,SC505,4.1,oro16,10,E02,sample,CHI,6/17/16,25,NA
oro161797,SB703,SC505,4.1,oro16,10,E03,sample,CHI,6/17/16,25,NA
oro161798,SB704,SC505,4.1,oro16,10,E04,sample,CHI,6/17/16,25,NA
oro161799,SB706,SC505,4.1,oro16,10,E06,sample,CHI,6/17/16,25,NA
oro161800,SB707,SC505,4.1,oro16,10,E07,sample,CHI,6/17/16,25,NA
oro161801,SB708,SC505,4.1,oro16,10,E08,sample,CHI,6/17/16,25,NA
oro161802,SB709,SC505,4.1,oro16,10,E09,sample,CHI,6/17/16,25,NA
oro161803,SB710,SC505,4.1,oro16,10,E10,sample,CHI,6/17/16,25,NA
oro161804,SB711,SC505,4.1,oro16,10,E11,sample,CHI,6/17/16,25,NA
oro161805,SB712,SC505,4.1,oro16,10,E12,sample,CHI,6/17/16,25,NA
oro161807,SB702,SC506,4.1,oro16,10,F02,sample,CHI,6/17/16,25,NA
oro161808,SB703,SC506,4.1,oro16,10,F03,sample,CHI,6/24/16,26,NA
oro161809,SB704,SC506,4.1,oro16,10,F04,sample,CHI,6/24/16,26,NA
oro161810,SB705,SC506,4.1,oro16,10,F05,sample,CHI,6/24/16,26,NA
oro161811,SB707,SC506,4.1,oro16,10,F07,sample,CHI,6/24/16,26,NA
oro161812,SB708,SC506,4.1,oro16,10,F08,sample,CHI,6/24/16,26,NA
oro161813,SB709,SC506,4.1,oro16,10,F09,sample,CHI,6/24/16,26,NA
oro161814,SB710,SC506,4.1,oro16,10,F10,sample,CHI,6/24/16,26,NA
oro161815,SB711,SC506,4.1,oro16,10,F11,sample,CHI,6/24/16,26,NA
oro161816,SB712,SC506,4.1,oro16,10,F12,sample,CHI,6/24/16,26,NA
oro161817,SB701,SC507,4.1,oro16,10,G01,sample,CHI,6/24/16,26,NA
oro161818,SB702,SC507,4.1,oro16,10,H01,sample,CHI,6/24/16,26,NA
oro161819,SB703,SC507,4.1,oro16,10,G03,sample,CHI,6/24/16,26,NA
oro161820,SB704,SC507,4.1,oro16,10,G04,sample,CHI,7/1/16,27,NA
oro161821,SB705,SC507,4.1,oro16,10,G05,sample,CHI,7/1/16,27,NA
oro161822,SB706,SC507,4.1,oro16,10,G06,sample,CHI,7/1/16,27,NA
oro161823,SB708,SC507,4.1,oro16,10,G08,sample,CHI,7/1/16,27,NA
oro161824,SB709,SC507,4.1,oro16,10,G09,sample,CHI,7/1/16,27,NA
oro161825,SB710,SC507,4.1,oro16,10,G10,sample,CHI,7/1/16,27,NA
oro161826,SB711,SC507,4.1,oro16,10,G11,sample,CHI,7/1/16,27,NA
oro161827,SB712,SC507,4.1,oro16,10,G12,sample,CHI,7/1/16,27,NA
oro161828,SB701,SC508,4.1,oro16,10,G02,sample,CHI,7/1/16,27,NA
oro161829,SB702,SC508,4.1,oro16,10,H02,sample,CHI,7/1/16,27,NA
oro161830,SB703,SC508,4.1,oro16,10,H03,sample,CHI,7/1/16,27,NA
oro161831,SB704,SC508,4.1,oro16,10,H04,sample,CHI,7/1/16,27,NA
oro161832,SB705,SC508,4.1,oro16,10,H05,sample,CHI,7/6/16,28,NA
oro161833,SB706,SC508,4.1,oro16,10,H06,sample,CHI,7/6/16,28,NA
oro161834,SB708,SC501,5.1,oro16,22,A08,sample,CHI,7/6/16,28,NA
oro161835,SB709,SC501,5.1,oro16,22,A09,sample,CHI,7/6/16,28,NA
oro161836,SB710,SC501,5.1,oro16,22,A10,sample,CHI,7/6/16,28,NA
oro161837,SB711,SC501,5.1,oro16,22,A11,sample,CHI,7/6/16,28,NA
oro161839,SB701,SC502,5.1,oro16,22,B01,sample,CHI,7/6/16,28,NA
oro161840,SB703,SC502,5.1,oro16,22,B03,sample,CHI,7/6/16,28,NA
oro161841,SB704,SC502,5.1,oro16,22,B04,sample,CHI,7/6/16,28,NA
oro161842,SB705,SC502,5.1,oro16,22,B05,sample,CHI,7/6/16,28,NA
oro161843,SB706,SC502,5.1,oro16,22,B06,sample,CHI,7/6/16,28,NA
oro161844,SB707,SC502,5.1,oro16,22,B07,sample,CHI,7/12/16,29,NA
oro161845,SB708,SC502,5.1,oro16,22,B08,sample,CHI,7/12/16,29,NA
oro161846,SB709,SC502,5.1,oro16,22,B09,sample,CHI,7/12/16,29,NA
oro161847,SB710,SC502,5.1,oro16,22,B10,sample,CHI,7/12/16,29,NA
oro161848,SB711,SC502,5.1,oro16,22,B11,sample,CHI,7/12/16,29,NA
oro161852,SB704,SC503,5.1,oro16,22,C04,sample,CHI,7/12/16,29,NA
oro161853,SB705,SC503,5.1,oro16,22,C05,sample,CHI,7/12/16,29,NA
oro161857,SA701,SB502,5.1,oro16,18,B01,sample,CHI,7/19/16,30,NA
oro161858,SA703,SB502,5.1,oro16,18,B03,sample,CHI,7/19/16,30,NA
oro161859,SA704,SB502,5.1,oro16,18,B04,sample,CHI,7/19/16,30,NA
oro161860,SA705,SB502,5.1,oro16,18,B05,sample,CHI,7/19/16,30,NA
oro161861,SA706,SB502,5.1,oro16,18,B06,sample,CHI,7/19/16,30,NA
oro161862,SA707,SB502,5.1,oro16,18,B07,sample,CHI,7/19/16,30,NA
oro161863,SA708,SB502,5.1,oro16,18,B08,sample,CHI,7/19/16,30,NA
oro161864,SA709,SB502,5.1,oro16,18,B09,sample,CHI,7/19/16,30,NA
oro161865,SA710,SB502,5.1,oro16,18,B10,sample,CHI,7/19/16,30,NA
oro161866,SA711,SB502,5.1,oro16,18,B11,sample,CHI,7/19/16,30,NA
oro161867,SA712,SB502,5.1,oro16,18,B12,sample,CHI,7/19/16,30,NA
oro161868,SA701,SB503,5.1,oro16,18,C01,sample,CHI,7/26/16,31,NA
oro161869,SA702,SB503,5.1,oro16,18,C02,sample,CHI,7/26/16,31,NA
oro161870,SA704,SB503,5.1,oro16,18,C04,sample,CHI,7/26/16,31,NA
oro161871,SA705,SB503,5.1,oro16,18,C05,sample,CHI,7/26/16,31,NA
oro161872,SA706,SB503,5.1,oro16,18,C06,sample,CHI,7/26/16,31,NA
oro161873,SA707,SB503,5.1,oro16,18,C07,sample,CHI,7/26/16,31,NA
oro161875,SA709,SB503,5.1,oro16,18,C09,sample,CHI,7/26/16,31,NA
oro161876,SA710,SB503,5.1,oro16,18,C10,sample,CHI,7/26/16,31,NA
oro161877,SA711,SB503,5.1,oro16,18,C11,sample,CHI,7/26/16,31,NA
oro161878,SA712,SB503,5.1,oro16,18,C12,sample,CHI,7/26/16,31,NA
oro161879,SA701,SB504,5.1,oro16,18,D01,sample,CHI,7/26/16,31,NA
oro161880,SA702,SB504,5.1,oro16,18,D02,sample,CHI,8/1/16,32,NA
oro161881,SA703,SB504,5.1,oro16,18,D03,sample,CHI,8/1/16,32,NA
oro161882,SA705,SB504,5.1,oro16,18,D05,sample,CHI,8/1/16,32,NA
oro161883,SA706,SB504,5.1,oro16,18,D06,sample,CHI,8/1/16,32,NA
oro161884,SB709,SA506,4.1,oro16,08,F09,sample,HOL,6/22/2016,26,NA
oro161885,SB710,SA506,4.1,oro16,08,F10,sample,HOL,6/22/2016,26,NA
oro161886,SB711,SA506,4.1,oro16,08,F11,sample,HOL,6/22/2016,26,NA
oro161887,SB712,SA506,4.1,oro16,08,F12,sample,HOL,6/22/2016,26,NA
oro161888,SB701,SA507,4.1,oro16,08,G01,sample,HOL,6/22/2016,26,NA
oro161889,SB702,SA507,4.1,oro16,08,G02,sample,HOL,6/22/2016,26,NA
oro161890,SB703,SA507,4.1,oro16,08,G03,sample,HOL,6/22/2016,26,NA
oro161891,SB704,SA507,4.1,oro16,08,G04,sample,HOL,6/22/2016,26,NA
oro161892,SB705,SA507,4.1,oro16,08,G05,sample,HOL,6/22/2016,26,NA
oro161893,SB706,SA507,4.1,oro16,08,G06,sample,HOL,6/22/2016,26,NA
oro161894,SB708,SA507,4.1,oro16,08,G08,sample,HOL,6/22/2016,26,NA
oro161895,SB709,SA507,4.1,oro16,08,G09,sample,HOL,6/22/2016,26,NA
oro161896,SB710,SA507,4.1,oro16,08,G10,sample,HOL,6/15/2016,25,NA
oro161897,SB711,SA507,4.1,oro16,08,G11,sample,HOL,6/15/2016,25,NA
oro161898,SB712,SA507,4.1,oro16,08,G12,sample,HOL,6/15/2016,25,NA
oro161899,SB701,SA508,4.1,oro16,08,H01,sample,HOL,6/15/2016,25,NA
oro161900,SA706,SA505,4.1,oro16,05,E06,sample,HOL,6/15/2016,25,NA
oro161901,SA707,SA505,4.1,oro16,05,E07,sample,HOL,6/15/2016,25,NA
oro161902,SA708,SA505,4.1,oro16,05,E08,sample,HOL,6/15/2016,25,NA
oro161903,SA709,SA505,4.1,oro16,05,E09,sample,HOL,6/15/2016,25,NA
oro161904,SA710,SA505,4.1,oro16,05,E10,sample,HOL,6/15/2016,25,NA
oro161905,SA711,SA505,4.1,oro16,05,E11,sample,HOL,6/15/2016,25,NA
oro161906,SA701,SA506,4.1,oro16,05,F01,sample,HOL,6/15/2016,25,NA
oro161907,SA702,SA506,4.1,oro16,05,F02,sample,HOL,6/15/2016,25,NA
oro161908,SA703,SA506,4.1,oro16,05,F03,sample,HOL,6/8/2016,24,NA
oro161909,SA704,SA506,4.1,oro16,05,F04,sample,HOL,6/8/2016,24,NA
oro161910,SA705,SA506,4.1,oro16,05,F05,sample,HOL,6/8/2016,24,NA
oro161911,SA707,SA506,4.1,oro16,05,F07,sample,HOL,6/8/2016,24,NA
oro161912,SA708,SA506,4.1,oro16,05,F08,sample,HOL,6/8/2016,24,NA
oro161913,SA709,SA506,4.1,oro16,05,F09,sample,HOL,6/8/2016,24,NA
oro161914,SA710,SA506,4.1,oro16,05,F10,sample,HOL,6/8/2016,24,NA
oro161915,SA711,SA506,4.1,oro16,05,F11,sample,HOL,6/8/2016,24,NA
oro161916,SA701,SA507,4.1,oro16,05,G01,sample,HOL,6/8/2016,24,NA
oro161917,SA702,SA507,4.1,oro16,05,G02,sample,HOL,6/8/2016,24,NA
oro161918,SA703,SA507,4.1,oro16,05,G03,sample,HOL,6/8/2016,24,NA
oro161919,SA704,SA507,4.1,oro16,05,G04,sample,HOL,6/8/2016,24,NA
oro161920,SA705,SA507,4.1,oro16,05,G05,sample,HOL,6/1/2016,23,NA
oro161921,SA706,SA507,4.1,oro16,05,G06,sample,HOL,6/1/2016,23,NA
oro161923,SA709,SA507,4.1,oro16,05,G09,sample,HOL,6/1/2016,23,NA
oro161924,SA710,SA507,4.1,oro16,05,G10,sample,HOL,6/1/2016,23,NA
oro161925,SA711,SA507,4.1,oro16,05,G11,sample,HOL,6/1/2016,23,NA
oro161926,SA712,SA507,4.1,oro16,05,G12,sample,HOL,6/1/2016,23,NA
oro161927,SA701,SA508,4.1,oro16,05,H01,sample,HOL,6/1/2016,23,NA
oro161928,SA702,SA508,4.1,oro16,05,H02,sample,HOL,6/1/2016,23,NA
oro161929,SA703,SA508,4.1,oro16,05,H03,sample,HOL,6/1/2016,23,NA
oro161930,SA704,SA508,4.1,oro16,05,H04,sample,HOL,6/1/2016,23,NA
oro161931,SA705,SA508,4.1,oro16,05,H05,sample,HOL,6/1/2016,23,NA
oro161932,SB705,SC503,4.2,oro16,16,C05,sample,HOL,6/29/16,27,NA
oro161933,SB706,SC503,4.2,oro16,16,C06,sample,HOL,6/29/16,27,NA
oro161934,SB707,SC503,4.2,oro16,16,C07,sample,HOL,6/29/16,27,NA
oro161935,SB708,SC503,4.2,oro16,16,C08,sample,HOL,6/29/16,27,NA
oro161936,SB709,SC503,4.2,oro16,16,C09,sample,HOL,6/29/16,27,NA
oro161937,SB710,SC503,4.2,oro16,16,C10,sample,HOL,6/29/16,27,NA
oro161938,SB711,SC503,4.2,oro16,16,C11,sample,HOL,6/29/16,27,NA
oro161939,SB712,SC503,4.2,oro16,16,C12,sample,HOL,6/29/16,27,NA
oro161940,SB701,SC504,4.2,oro16,16,D01,sample,HOL,6/29/16,27,NA
oro161941,SB702,SC504,4.2,oro16,16,D02,sample,HOL,6/29/16,27,NA
oro161942,SB703,SC504,4.2,oro16,16,D03,sample,HOL,6/29/16,27,NA
oro161943,SB705,SC504,4.2,oro16,16,D05,sample,HOL,6/29/16,27,NA
oro161948,SB706,SC504,4.2,oro16,16,D06,sample,HOL,7/6/16,28,NA
oro161949,SB707,SC504,4.2,oro16,16,D07,sample,HOL,7/6/16,28,NA
oro161950,SB708,SC504,4.2,oro16,16,D08,sample,HOL,7/6/16,28,NA
oro161951,SB709,SC504,4.2,oro16,16,D09,sample,HOL,7/6/16,28,NA
oro161952,SB710,SC504,4.2,oro16,16,D10,sample,HOL,7/6/16,28,NA
oro161953,SB711,SC504,4.2,oro16,16,D11,sample,HOL,7/6/16,28,NA
oro161954,SB712,SC504,4.2,oro16,16,D12,sample,HOL,7/6/16,28,NA
oro161955,SB701,SC505,4.2,oro16,16,E01,sample,HOL,7/6/16,28,NA
oro161956,SB702,SC505,4.2,oro16,16,E02,sample,HOL,7/6/16,28,NA
oro161957,SB703,SC505,4.2,oro16,16,E03,sample,HOL,7/6/16,28,NA
oro161958,SB704,SC505,4.2,oro16,16,E04,sample,HOL,7/6/16,28,NA
oro161959,SB706,SC505,4.2,oro16,16,E06,sample,HOL,7/6/16,28,NA
oro161960,SB707,SC505,4.2,oro16,16,E07,sample,HOL,7/13/16,29,NA
oro161961,SB706,SC507,4.2,oro16,16,G06,sample,HOL,7/20/16,30,NA
oro161962,SB705,SC507,4.2,oro16,16,G05,sample,HOL,7/20/16,30,NA
oro161963,SB708,SC506,4.2,oro16,16,F08,sample,HOL,7/20/16,30,NA
