CoverCode,value,Site,Distance,CoverClass,CoverGroup,CoverGroupClass
421,19.7978006385243,MAP,2500 m,White|Red pine,4,Forest
421,16.386880165289256,HOP,2500 m,White|Red pine,4,Forest
421,7.396103896103896,CNB,2500 m,White|Red pine,4,Forest
421,20.225335743801654,MTV,2500 m,White|Red pine,4,Forest
421,21.003185573133198,COR,2500 m,White|Red pine,4,Forest
421,7.134555785123968,MAS,2500 m,White|Red pine,4,Forest
421,27.188791322314053,CHI,2500 m,White|Red pine,4,Forest
421,9.133116883116882,CNA,2500 m,White|Red pine,4,Forest
421,12.123376623376624,EPS,2500 m,White|Red pine,4,Forest
421,12.969795918367346,PEN,2500 m,White|Red pine,4,Forest
421,6.974025974025974,GIL,2500 m,White|Red pine,4,Forest
421,12.93181818181818,WLT,2500 m,White|Red pine,4,Forest
421,3.1701962809917363,WLD,2500 m,White|Red pine,4,Forest
421,6.301948051948053,ALS,2500 m,White|Red pine,4,Forest
421,18.908186983471076,GRN,2500 m,White|Red pine,4,Forest
421,7.24378383337921,ROL,2500 m,White|Red pine,4,Forest
422,1.0162337662337662,BRN,2500 m,Spruce|Fir,4,Forest
422,0.5909090909090908,CNA,2500 m,Spruce|Fir,4,Forest
422,1.5915547520661155,HOP,2500 m,Spruce|Fir,4,Forest
422,1.2669387755102042,PEN,2500 m,Spruce|Fir,4,Forest
422,1.892857142857143,GIL,2500 m,Spruce|Fir,4,Forest
422,1.8993506493506493,SWZ,2500 m,Spruce|Fir,4,Forest
422,1.220779220779221,EPS,2500 m,Spruce|Fir,4,Forest
422,0.02259814049586777,MAS,2500 m,Spruce|Fir,4,Forest
422,9.084452479338843,GRN,2500 m,Spruce|Fir,4,Forest
422,5.336389462809917,WLD,2500 m,Spruce|Fir,4,Forest
422,1.2110389610389611,FOX,2500 m,Spruce|Fir,4,Forest
422,1.2467532467532467,HOL,2500 m,Spruce|Fir,4,Forest
422,1.0464703795672226,MAP,2500 m,Spruce|Fir,4,Forest
422,0.5746753246753247,WLT,2500 m,Spruce|Fir,4,Forest
422,1.3474025974025974,CNB,2500 m,Spruce|Fir,4,Forest
422,2.831224173553719,CHI,2500 m,Spruce|Fir,4,Forest
422,1.533394525133632,COR,2500 m,Spruce|Fir,4,Forest
422,1.0292207792207793,ALS,2500 m,Spruce|Fir,4,Forest
422,0.37125516528925623,MTV,2500 m,Spruce|Fir,4,Forest
423,0.49350649350649356,EPS,2500 m,Hemlock,4,Forest
423,4.1980519480519485,HOL,2500 m,Hemlock,4,Forest
423,1.5216326530612243,PEN,2500 m,Hemlock,4,Forest
423,8.061688311688313,SWZ,2500 m,Hemlock,4,Forest
423,5.287964876033058,WLD,2500 m,Hemlock,4,Forest
423,0.600464876033058,MAS,2500 m,Hemlock,4,Forest
423,6.1692923553719,HOP,2500 m,Hemlock,4,Forest
423,7.515495867768594,GRN,2500 m,Hemlock,4,Forest
423,11.055194805194805,GIL,2500 m,Hemlock,4,Forest
423,3.0991735537190084,CHI,2500 m,Hemlock,4,Forest
423,1.982972685349415,MAP,2500 m,Hemlock,4,Forest
423,4.198051948051948,CNA,2500 m,Hemlock,4,Forest
423,7.766233766233767,ALS,2500 m,Hemlock,4,Forest
423,2.0876623376623376,BRN,2500 m,Hemlock,4,Forest
423,0.21561611156986882,ROL,2500 m,Hemlock,4,Forest
423,4.75676259381243,COR,2500 m,Hemlock,4,Forest
423,8.177298553719009,MTV,2500 m,Hemlock,4,Forest
423,8.876623376623376,FOX,2500 m,Hemlock,4,Forest
423,7.788961038961038,WLT,2500 m,Hemlock,4,Forest
423,4.75,CNB,2500 m,Hemlock,4,Forest
424,0.09633911368015415,ROL,2500 m,Pitch pine,4,Forest
430,29.247880783974946,COR,2500 m,Mixed forest,4,Forest
430,18.350478893224548,MAP,2500 m,Mixed forest,4,Forest
430,31.77621384297521,GRN,2500 m,Mixed forest,4,Forest
430,30.818181818181824,SWZ,2500 m,Mixed forest,4,Forest
430,27.035714285714292,EPS,2500 m,Mixed forest,4,Forest
430,32.08290289256198,HOP,2500 m,Mixed forest,4,Forest
430,20.015495867768596,MAS,2500 m,Mixed forest,4,Forest
430,14.272653061224489,PEN,2500 m,Mixed forest,4,Forest
430,31.83441558441558,CNA,2500 m,Mixed forest,4,Forest
430,35.103896103896105,ALS,2500 m,Mixed forest,4,Forest
430,17.402597402597404,HOL,2500 m,Mixed forest,4,Forest
430,30.4448051948052,CNB,2500 m,Mixed forest,4,Forest
430,21.467532467532468,BRN,2500 m,Mixed forest,4,Forest
430,22.37361225800532,ROL,2500 m,Mixed forest,4,Forest
430,21.261621900826448,CHI,2500 m,Mixed forest,4,Forest
430,39.12987012987013,GIL,2500 m,Mixed forest,4,Forest
430,26.394628099173556,WLD,2500 m,Mixed forest,4,Forest
430,29.087035123966942,MTV,2500 m,Mixed forest,4,Forest
430,37.13961038961039,WLT,2500 m,Mixed forest,4,Forest
430,34.89935064935065,FOX,2500 m,Mixed forest,4,Forest
500,18.675324675324678,HOL,2500 m,Water,5,Water
500,2.230759297520661,CHI,2500 m,Water,5,Water
500,1.2805959560127707,MAP,2500 m,Water,5,Water
500,40.97688533057852,MAS,2500 m,Water,5,Water
500,6.068786782571134,COR,2500 m,Water,5,Water
500,1.275974025974026,BRN,2500 m,Water,5,Water
500,2.7175324675324677,EPS,2500 m,Water,5,Water
500,3.7997159090909087,HOP,2500 m,Water,5,Water
500,0.9318181818181818,CNA,2500 m,Water,5,Water
500,2.474025974025974,GIL,2500 m,Water,5,Water
500,1.7337662337662338,FOX,2500 m,Water,5,Water
500,4.038610537190083,WLD,2500 m,Water,5,Water
500,0.8361311983471075,MTV,2500 m,Water,5,Water
500,0.45779220779220786,ALS,2500 m,Water,5,Water
500,8.404897959183673,PEN,2500 m,Water,5,Water
500,1.1137654958677685,GRN,2500 m,Water,5,Water
500,4.179282502981925,ROL,2500 m,Water,5,Water
500,1.9188311688311688,CNB,2500 m,Water,5,Water
500,0.35389610389610393,SWZ,2500 m,Water,5,Water
500,0.525974025974026,WLT,2500 m,Water,5,Water
610,0.20129870129870134,FOX,2500 m,Wetland:Forested,6,Wetland
610,0.1655844155844156,BRN,2500 m,Wetland:Forested,6,Wetland
610,0.39935064935064934,EPS,2500 m,Wetland:Forested,6,Wetland
610,0.9610389610389611,GIL,2500 m,Wetland:Forested,6,Wetland
610,0.487474173553719,WLD,2500 m,Wetland:Forested,6,Wetland
610,0.4132231404958678,CHI,2500 m,Wetland:Forested,6,Wetland
610,0.022727272727272728,HOL,2500 m,Wetland:Forested,6,Wetland
610,0.44408163265306116,PEN,2500 m,Wetland:Forested,6,Wetland
610,1.1040805785123968,GRN,2500 m,Wetland:Forested,6,Wetland
610,0.43582128099173556,MAS,2500 m,Wetland:Forested,6,Wetland
610,0.1295826359267858,COR,2500 m,Wetland:Forested,6,Wetland
610,0.3733766233766234,SWZ,2500 m,Wetland:Forested,6,Wetland
610,0.43582128099173545,HOP,2500 m,Wetland:Forested,6,Wetland
610,0.35324341682723187,ROL,2500 m,Wetland:Forested,6,Wetland
610,0.09577864490954238,MAP,2500 m,Wetland:Forested,6,Wetland
610,0.5454545454545453,CNA,2500 m,Wetland:Forested,6,Wetland
610,0.31168831168831174,CNB,2500 m,Wetland:Forested,6,Wetland
620,2.289293234706549,COR,2500 m,Wetland:Open,6,Wetland
620,0.9312780989081568,ROL,2500 m,Wetland:Open,6,Wetland
620,2.042207792207792,BRN,2500 m,Wetland:Open,6,Wetland
620,2.3376623376623376,CNA,2500 m,Wetland:Open,6,Wetland
620,3.7337662337662345,SWZ,2500 m,Wetland:Open,6,Wetland
620,0.6396103896103897,HOL,2500 m,Wetland:Open,6,Wetland
620,2.053202479338843,WLD,2500 m,Wetland:Open,6,Wetland
620,3.389721074380166,GRN,2500 m,Wetland:Open,6,Wetland
620,0.6655844155844156,ALS,2500 m,Wetland:Open,6,Wetland
620,3.7997159090909087,HOP,2500 m,Wetland:Open,6,Wetland
620,5.4058441558441555,GIL,2500 m,Wetland:Open,6,Wetland
620,0.896103896103896,WLT,2500 m,Wetland:Open,6,Wetland
620,2.204545454545455,EPS,2500 m,Wetland:Open,6,Wetland
620,3.1558441558441563,CNB,2500 m,Wetland:Open,6,Wetland
620,2.9159183673469387,PEN,2500 m,Wetland:Open,6,Wetland
620,1.181559917355372,MTV,2500 m,Wetland:Open,6,Wetland
620,0.5294421487603306,MAS,2500 m,Wetland:Open,6,Wetland
620,2.5923295454545454,CHI,2500 m,Wetland:Open,6,Wetland
620,2.862717275629656,MAP,2500 m,Wetland:Open,6,Wetland
620,2.814935064935065,FOX,2500 m,Wetland:Open,6,Wetland
710,0.03239565898169645,COR,2500 m,Disturbed,7,Disturbed
710,0.1980519480519481,HOL,2500 m,Disturbed,7,Disturbed
710,0.4967532467532468,EPS,2500 m,Disturbed,7,Disturbed
710,0.2227530991735537,CHI,2500 m,Disturbed,7,Disturbed
710,0.6525974025974026,SWZ,2500 m,Disturbed,7,Disturbed
710,1.1850649350649352,CNB,2500 m,Disturbed,7,Disturbed
710,0.13961038961038963,FOX,2500 m,Disturbed,7,Disturbed
710,0.028378857750975522,MAP,2500 m,Disturbed,7,Disturbed
710,0.025826446280991736,GRN,2500 m,Disturbed,7,Disturbed
710,0.21551020408163268,PEN,2500 m,Disturbed,7,Disturbed
710,0.3228305785123967,MTV,2500 m,Disturbed,7,Disturbed
710,0.21952479338842976,WLD,2500 m,Disturbed,7,Disturbed
710,1.032204789430223,ROL,2500 m,Disturbed,7,Disturbed
710,0.5423553719008265,HOP,2500 m,Disturbed,7,Disturbed
710,0.025974025974025976,BRN,2500 m,Disturbed,7,Disturbed
710,0.0909090909090909,GIL,2500 m,Disturbed,7,Disturbed
710,0.16233766233766234,CNA,2500 m,Disturbed,7,Disturbed
710,0.23566632231404958,MAS,2500 m,Disturbed,7,Disturbed
710,0.3051948051948052,WLT,2500 m,Disturbed,7,Disturbed
790,7.314935064935065,BRN,2500 m,Other cleared,7,Cleared
790,2.5162337662337664,ALS,2500 m,Other cleared,7,Cleared
790,9.335349063225527,COR,2500 m,Other cleared,7,Cleared
790,8.967532467532468,EPS,2500 m,Other cleared,7,Cleared
790,9.139591836734692,PEN,2500 m,Other cleared,7,Cleared
790,8.431818181818183,SWZ,2500 m,Other cleared,7,Cleared
790,6.082128099173554,CHI,2500 m,Other cleared,7,Cleared
790,4.371126033057852,MTV,2500 m,Other cleared,7,Cleared
790,2.925324675324675,WLT,2500 m,Other cleared,7,Cleared
790,6.707792207792209,CNB,2500 m,Other cleared,7,Cleared
790,18.643912285530785,ROL,2500 m,Other cleared,7,Cleared
790,1.512987012987013,HOL,2500 m,Other cleared,7,Cleared
790,4.785714285714286,FOX,2500 m,Other cleared,7,Cleared
790,6.059529958677687,MAS,2500 m,Other cleared,7,Cleared
790,2.3798701298701297,GIL,2500 m,Other cleared,7,Cleared
790,3.279220779220779,CNA,2500 m,Other cleared,7,Cleared
790,2.153279958677686,WLD,2500 m,Other cleared,7,Cleared
790,3.4801136363636367,GRN,2500 m,Other cleared,7,Cleared
790,3.683496900826446,HOP,2500 m,Other cleared,7,Cleared
790,7.591344448385952,MAP,2500 m,Other cleared,7,Cleared
