Terms,Df,SumsOfSqs,MeanSqs,F.Model,R2,Pr(>F),Metric
Site,8,184.54950922355553,23.06868865294444,9.548841148562259,0.1183830013337255,0.001,dc
Window,1,24.20099466828856,24.20099466828856,10.017537502947468,0.015524215676038258,0.001,dc
Site:Window,8,115.66267645812727,14.457834557265908,5.984543274934051,0.07419415439798448,0.001,dc
Residuals,511,1234.5058126168021,2.4158626469996127,NA,0.7918986285922518,NA,dc
Total,528,1558.9189929667734,NA,NA,1,NA,dc
