groupA,groupB,Df,SumsOfSqs,F.Model,R2,p.value,p.adjusted,sig,Metric,WindowGroup,Factor
4HOL , 5FOX,1,1.2778505916720067,3.2662992640575084,0.10791868657481937,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOL , 5HOL,1,1.6131905492825194,4.712585123563721,0.10309163463027382,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOL , 6FOX,1,1.1812382339229563,3.1197550123917894,0.1721742380213332,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOL , 6HOL,1,1.8746379460880902,4.703608264872915,0.09860068107964212,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOL , 6HOP,1,1.8497958676656425,4.846768725495133,0.15219028238852444,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 4CNA,1,1.3766033861508196,5.6755932081866,0.22105012967633986,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 4EPS,1,1.4133011402484006,4.818463874694811,0.18662860416794522,0.003,0.003772455089820359,*,Dice-Sorensen,windows456,WindowSite
4HOP , 4FOX,1,0.5661814059678008,1.6769075011387173,0.12260867458517949,0.027,0.02892857142857143,.,Dice-Sorensen,windows456,WindowSite
4HOP , 4HOL,1,1.065850124018831,2.965605486882243,0.1563675617387188,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 4MAP,1,1.7365301246098888,5.454168966353062,0.11740967684307384,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 4PEN,1,0.8347462686210334,3.046736564526981,0.17872843596744598,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5CNA,1,1.4126563437203765,5.189509289033305,0.22378693849668943,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5EPS,1,1.8807362230392048,7.5286804204980635,0.2638986560026328,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5FOX,1,0.9897383183709498,2.5139313646354955,0.09853171307499951,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5HOL,1,1.5800319681533206,4.66679560230701,0.11200274786786384,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5HOP,1,0.8674071149576131,2.1645635142518174,0.08601633455815469,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5MAP,1,1.4787656508515254,4.294867026483853,0.1573507217425386,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 5PEN,1,1.1658171269037243,3.6328312607847155,0.11132442759112766,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 6CNA,1,1.1549262416712092,3.6399068633595464,0.2063450159660492,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 6EPS,1,0.8277538664447904,2.301643792282317,0.17303453830403598,0.012,0.013621621621621621,.,Dice-Sorensen,windows456,WindowSite
4HOP , 6FOX,1,0.9680599564783414,2.5526596253154423,0.18835119422222105,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 6HOL,1,1.6029699883579935,3.9997577416517003,0.09301814595521166,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 6HOP,1,1.0726783747068216,2.804605920953544,0.10868625273894153,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4HOP , 6MAP,1,0.9339143664642997,2.367824103209775,0.12225555594638854,0.004,0.004912280701754386,*,Dice-Sorensen,windows456,WindowSite
4HOP , 6PEN,1,1.0407382331066726,2.9024486951614645,0.20877248021577793,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
4MAP , 4EPS,1,0.6095041350636865,2.0356515899205436,0.03912032477200411,0.048,0.049900990099009904,.,Dice-Sorensen,windows456,WindowSite
4MAP , 4FOX,1,1.356282095337761,4.32311393646614,0.0953843097040127,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 4HOL,1,1.9792770717699182,6.116556561948761,0.11965901017874775,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 4PEN,1,1.9036878007493399,6.472586375021074,0.13083177673300525,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 5EPS,1,1.034005288651294,3.677839084750688,0.06851689910511921,0.007,0.008305084745762711,*,Dice-Sorensen,windows456,WindowSite
4MAP , 5FOX,1,1.2648553539650091,3.6813562823366635,0.0661147020857405,0.004,0.004912280701754386,*,Dice-Sorensen,windows456,WindowSite
4MAP , 5HOL,1,4.8063852902182305,14.866300979193085,0.1838380239874974,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 5MAP,1,0.7599980027727954,2.3621652594244456,0.04345237626484958,0.017,0.018888888888888893,.,Dice-Sorensen,windows456,WindowSite
4MAP , 5PEN,1,1.993529887740404,6.381876261871468,0.09912535378610847,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 6EPS,1,1.8732004130057054,5.86877421561283,0.12794704711370322,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 6FOX,1,1.608399745167387,4.955466200149213,0.11023055968514825,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 6HOL,1,4.634253211140446,12.89339123002631,0.15938744851681397,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 6HOP,1,3.282729835939622,9.694537559499617,0.1571376971607897,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4MAP , 6MAP,1,1.4468146388745582,4.289245595831321,0.08529150805529034,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
4MAP , 6PEN,1,1.9213941512184929,6.025286938703765,0.1309125339452682,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 4EPS,1,1.287388876118998,5.14718751434642,0.1828668499018929,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 4FOX,1,0.42899296519409147,1.6478193680498847,0.10530664556458544,0.034,0.036060606060606064,.,Dice-Sorensen,windows456,WindowSite
4PEN , 4HOL,1,1.3975992346751671,4.707827507309513,0.20732179270756268,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 5EPS,1,1.351223696554018,6.422236683762801,0.21827832984930848,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 5FOX,1,1.2102991053639542,3.4986705501569144,0.12276609689561996,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 5HOL,1,1.7158687427371881,5.5212703384139985,0.12401421380041165,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 5PEN,1,0.5958339650108349,2.0754751204947617,0.0627496691410707,0.016,0.017872340425531912,.,Dice-Sorensen,windows456,WindowSite
4PEN , 6EPS,1,1.4396576232883123,5.273260562405485,0.28857797678726443,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 6FOX,1,1.484664456999894,5.1266852394667275,0.2828253026816253,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 6HOL,1,2.5976150762575707,6.99611553779747,0.1457642031944846,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 6HOP,1,2.299133006529065,6.850844236792768,0.21509144893807738,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
4PEN , 6PEN,1,1.5459066004764863,5.681160911369124,0.3041117700512734,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 4EPS,1,0.6804648406298599,2.695199489294524,0.09076212773940705,0.006,0.0072,*,Dice-Sorensen,windows456,WindowSite
5CNA , 4FOX,1,1.0030649139414733,3.8342806292807685,0.1756082874623688,0.004,0.004912280701754386,*,Dice-Sorensen,windows456,WindowSite
5CNA , 4HOL,1,1.7755894725414807,6.096224386892022,0.2169766408092949,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 4MAP,1,1.1722978987842922,4.0184994533920895,0.07876553596138568,0.003,0.003772455089820359,*,Dice-Sorensen,windows456,WindowSite
5CNA , 4PEN,1,1.2549267982728192,5.58614740148838,0.21832702336278367,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 5EPS,1,0.7353142188049944,3.363133463635445,0.11076371507121682,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 5FOX,1,0.8192936889479285,2.446307080022438,0.07779314352547792,0.009,0.0105,.,Dice-Sorensen,windows456,WindowSite
5CNA , 5HOL,1,2.998195621258597,9.778465378856467,0.1852737723362038,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 5MAP,1,0.6162112693881677,2.0836398102499336,0.06703332759514366,0.021,0.022968750000000003,.,Dice-Sorensen,windows456,WindowSite
5CNA , 5PEN,1,1.0708273021418813,3.7615495418027054,0.0970433222166733,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6CNA,1,1.3457711034980135,5.2781475019228505,0.20880278119752857,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6EPS,1,1.4366114930443032,5.2939504691356545,0.23746130038571417,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6FOX,1,1.3366750535751304,4.705760894364435,0.21679778549418244,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6HOL,1,3.3947850644554873,9.379486862043414,0.1724820774024303,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6HOP,1,2.1850066340854504,6.702413778631004,0.1877299899157688,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6MAP,1,1.0760074778595698,3.3614322430460346,0.12751326301448426,0.006,0.0072,*,Dice-Sorensen,windows456,WindowSite
5CNA , 6PEN,1,1.5880554242566713,5.866902430955128,0.2565674318447719,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5EPS , 4FOX,1,1.2626610314428433,5.245443650924826,0.19986111573084378,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
5EPS , 4HOL,1,2.1976078902613376,8.134609720892609,0.245501902373802,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5EPS , 5FOX,1,1.2157347448116675,3.8677047439740018,0.10783251316419404,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
5EPS , 5HOL,1,3.839387913013247,13.052897479527283,0.22103737558436518,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5EPS , 6EPS,1,1.8970353752410036,7.650237268561858,0.276678901314895,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5EPS , 6FOX,1,1.8410302576761097,7.1150731939626235,0.26240287618131336,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5EPS , 6HOL,1,4.113888360915477,11.871748428661087,0.19828631600439425,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5EPS , 6HOP,1,3.138961035872989,10.24942144229075,0.2425931786140698,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5FOX , 6FOX,1,0.8544882347053069,2.092434909291582,0.08685028795012352,0.012,0.013621621621621621,.,Dice-Sorensen,windows456,WindowSite
5HOL , 4FOX,1,1.2161384392740695,3.647602676417064,0.08973721538892455,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOL , 5FOX,1,2.093322890521084,5.794798299585348,0.10772042061230323,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOL , 6FOX,1,1.3467753343334767,3.892394251822262,0.09757233991149727,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOL , 6HOL,1,2.096522360054585,5.610744011780303,0.0806016957788986,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOL , 6HOP,1,2.9645668248758765,8.330708005516717,0.1478892827816198,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 4CNA,1,1.9590376564147343,6.181070992600745,0.1662424138839576,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 4EPS,1,1.7891183883467834,5.14219497261062,0.1384461789725291,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 4FOX,1,0.7890529496514994,2.01069625124966,0.08039345370679937,0.003,0.003772455089820359,*,Dice-Sorensen,windows456,WindowSite
5HOP , 4HOL,1,1.2412827998463547,3.1249984469012677,0.10373439362692193,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 4MAP,1,2.250373814458026,6.4909663604010746,0.11097382663172271,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 4PEN,1,1.422210535183098,4.03580626197861,0.13899411731725736,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 5CNA,1,1.5187671257776791,4.460594228417567,0.13330887664359686,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 5EPS,1,2.0786660933479255,6.5083989576074694,0.16901245270602747,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 5FOX,1,0.8844209094248916,2.143384521062724,0.05930226373276296,0.005,0.0060693641618497106,*,Dice-Sorensen,windows456,WindowSite
5HOP , 5HOL,1,2.1966683276492156,6.024707843617389,0.11151763857857053,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 5MAP,1,1.1258144536193124,2.968791821749391,0.08030535149928265,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 5PEN,1,1.4593151677585388,4.087529067637048,0.0927139523144096,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 6CNA,1,1.440584502202192,3.824683443609436,0.1326877865316986,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 6EPS,1,0.9776424952503847,2.4084658342888146,0.0986733804017056,0.002,0.002658227848101266,*,Dice-Sorensen,windows456,WindowSite
5HOP , 6FOX,1,1.00407269083313,2.4152670591535674,0.09892445793453059,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 6HOL,1,2.1387782406370737,5.190168613426409,0.09404154297444507,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 6HOP,1,1.0417821740236255,2.5721068890162266,0.0703297432882849,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5HOP , 6MAP,1,0.6678376920979455,1.6010703640877606,0.05408825912019017,0.031,0.03304568527918782,.,Dice-Sorensen,windows456,WindowSite
5HOP , 6PEN,1,1.1128341951940308,2.7451125910909013,0.1109355466048369,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5MAP , 4EPS,1,0.726442920176645,2.36336497954044,0.06877571451304496,0.011,0.01262295081967213,.,Dice-Sorensen,windows456,WindowSite
5MAP , 4FOX,1,0.9838917718234864,2.9281884075857536,0.11293455453019847,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5MAP , 4HOL,1,1.4550384246117347,4.167390259978556,0.13370995213961887,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5MAP , 4PEN,1,1.4105856257606901,4.694268427743456,0.15808668393923406,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5MAP , 5EPS,1,0.7117185771585914,2.5525207464390793,0.07387364774832346,0.003,0.003772455089820359,*,Dice-Sorensen,windows456,WindowSite
5MAP , 5FOX,1,0.622693946779908,1.6629062786906386,0.0466284566292978,0.057,0.058965517241379314,,Dice-Sorensen,windows456,WindowSite
5MAP , 5HOL,1,2.8483766416316376,8.437759450300636,0.149505570959651,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5MAP , 5PEN,1,1.1641473469735553,3.586687182829585,0.08228859348233546,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
5MAP , 6EPS,1,1.3584354409278812,3.9155456779754645,0.1510886834732221,0.001,0.0014685314685314685,*,Dice-Sorensen,windows456,WindowSite
