SampleID,Site,rBC,fBC,SeqBatch,StudyID,DNAplate,DNAwell,SampleType,Date,WOY,HostSpecies,SiteLat,SiteLong,newDate
oro161824,CHI,SB709,SC507,4.1,oro16,10,G09,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161825,CHI,SB710,SC507,4.1,oro16,10,G10,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161826,CHI,SB711,SC507,4.1,oro16,10,G11,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161827,CHI,SB712,SC507,4.1,oro16,10,G12,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161828,CHI,SB701,SC508,4.1,oro16,10,G02,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161829,CHI,SB702,SC508,4.1,oro16,10,H02,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161830,CHI,SB703,SC508,4.1,oro16,10,H03,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161831,CHI,SB704,SC508,4.1,oro16,10,H04,sample,7/1/16,27,NA,43.25528,-71.37638,2016-07-01
oro161832,CHI,SB705,SC508,4.1,oro16,10,H05,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161833,CHI,SB706,SC508,4.1,oro16,10,H06,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161834,CHI,SB708,SC501,5.1,oro16,22,A08,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161835,CHI,SB709,SC501,5.1,oro16,22,A09,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161836,CHI,SB710,SC501,5.1,oro16,22,A10,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161837,CHI,SB711,SC501,5.1,oro16,22,A11,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161839,CHI,SB701,SC502,5.1,oro16,22,B01,sample,7/6/16,28,NA,NA,NA,NA
oro161840,CHI,SB703,SC502,5.1,oro16,22,B03,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161841,CHI,SB704,SC502,5.1,oro16,22,B04,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161842,CHI,SB705,SC502,5.1,oro16,22,B05,sample,7/6/16,28,NA,43.25528,-71.37638,2016-07-06
oro161843,CHI,SB706,SC502,5.1,oro16,22,B06,sample,7/6/16,28,NA,NA,NA,NA
oro161844,CHI,SB707,SC502,5.1,oro16,22,B07,sample,7/12/16,29,NA,43.25528,-71.37638,2016-07-12
oro161845,CHI,SB708,SC502,5.1,oro16,22,B08,sample,7/12/16,29,NA,43.25528,-71.37638,2016-07-12
oro161846,CHI,SB709,SC502,5.1,oro16,22,B09,sample,7/12/16,29,NA,NA,NA,NA
oro161847,CHI,SB710,SC502,5.1,oro16,22,B10,sample,7/12/16,29,NA,NA,NA,NA
oro161848,CHI,SB711,SC502,5.1,oro16,22,B11,sample,7/12/16,29,NA,43.25528,-71.37638,2016-07-12
oro161852,CHI,SB704,SC503,5.1,oro16,22,C04,sample,7/12/16,29,NA,43.25528,-71.37638,2016-07-12
oro161853,CHI,SB705,SC503,5.1,oro16,22,C05,sample,7/12/16,29,NA,43.25528,-71.37638,2016-07-12
oro161857,CHI,SA701,SB502,5.1,oro16,18,B01,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161858,CHI,SA703,SB502,5.1,oro16,18,B03,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161859,CHI,SA704,SB502,5.1,oro16,18,B04,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161860,CHI,SA705,SB502,5.1,oro16,18,B05,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161861,CHI,SA706,SB502,5.1,oro16,18,B06,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161862,CHI,SA707,SB502,5.1,oro16,18,B07,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161863,CHI,SA708,SB502,5.1,oro16,18,B08,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161864,CHI,SA709,SB502,5.1,oro16,18,B09,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161865,CHI,SA710,SB502,5.1,oro16,18,B10,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161866,CHI,SA711,SB502,5.1,oro16,18,B11,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161867,CHI,SA712,SB502,5.1,oro16,18,B12,sample,7/19/16,30,NA,43.25528,-71.37638,2016-07-19
oro161868,CHI,SA701,SB503,5.1,oro16,18,C01,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161869,CHI,SA702,SB503,5.1,oro16,18,C02,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161870,CHI,SA704,SB503,5.1,oro16,18,C04,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161871,CHI,SA705,SB503,5.1,oro16,18,C05,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161872,CHI,SA706,SB503,5.1,oro16,18,C06,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161873,CHI,SA707,SB503,5.1,oro16,18,C07,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161875,CHI,SA709,SB503,5.1,oro16,18,C09,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161876,CHI,SA710,SB503,5.1,oro16,18,C10,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161877,CHI,SA711,SB503,5.1,oro16,18,C11,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161878,CHI,SA712,SB503,5.1,oro16,18,C12,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161879,CHI,SA701,SB504,5.1,oro16,18,D01,sample,7/26/16,31,NA,43.25528,-71.37638,2016-07-26
oro161880,CHI,SA702,SB504,5.1,oro16,18,D02,sample,8/1/16,32,NA,43.25528,-71.37638,2016-08-01
oro161881,CHI,SA703,SB504,5.1,oro16,18,D03,sample,8/1/16,32,NA,43.25528,-71.37638,2016-08-01
oro161882,CHI,SA705,SB504,5.1,oro16,18,D05,sample,8/1/16,32,NA,43.25528,-71.37638,2016-08-01
oro161883,CHI,SA706,SB504,5.1,oro16,18,D06,sample,8/1/16,32,NA,43.25528,-71.37638,2016-08-01
oro161884,HOL,SB709,SA506,4.1,oro16,08,F09,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161885,HOL,SB710,SA506,4.1,oro16,08,F10,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161886,HOL,SB711,SA506,4.1,oro16,08,F11,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161887,HOL,SB712,SA506,4.1,oro16,08,F12,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161888,HOL,SB701,SA507,4.1,oro16,08,G01,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161889,HOL,SB702,SA507,4.1,oro16,08,G02,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161890,HOL,SB703,SA507,4.1,oro16,08,G03,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161891,HOL,SB704,SA507,4.1,oro16,08,G04,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161892,HOL,SB705,SA507,4.1,oro16,08,G05,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161893,HOL,SB706,SA507,4.1,oro16,08,G06,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161894,HOL,SB708,SA507,4.1,oro16,08,G08,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161895,HOL,SB709,SA507,4.1,oro16,08,G09,sample,6/22/16,26,NA,43.7348,-71.59076,2016-06-22
oro161896,HOL,SB710,SA507,4.1,oro16,08,G10,sample,6/15/16,25,NA,NA,NA,NA
oro161897,HOL,SB711,SA507,4.1,oro16,08,G11,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161898,HOL,SB712,SA507,4.1,oro16,08,G12,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161899,HOL,SB701,SA508,4.1,oro16,08,H01,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161900,HOL,SA706,SA505,4.1,oro16,05,E06,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161901,HOL,SA707,SA505,4.1,oro16,05,E07,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161902,HOL,SA708,SA505,4.1,oro16,05,E08,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161903,HOL,SA709,SA505,4.1,oro16,05,E09,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161904,HOL,SA710,SA505,4.1,oro16,05,E10,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161905,HOL,SA711,SA505,4.1,oro16,05,E11,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161906,HOL,SA701,SA506,4.1,oro16,05,F01,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161907,HOL,SA702,SA506,4.1,oro16,05,F02,sample,6/15/16,25,NA,43.7348,-71.59076,2016-06-15
oro161908,HOL,SA703,SA506,4.1,oro16,05,F03,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161909,HOL,SA704,SA506,4.1,oro16,05,F04,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161910,HOL,SA705,SA506,4.1,oro16,05,F05,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161911,HOL,SA707,SA506,4.1,oro16,05,F07,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161912,HOL,SA708,SA506,4.1,oro16,05,F08,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161913,HOL,SA709,SA506,4.1,oro16,05,F09,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161914,HOL,SA710,SA506,4.1,oro16,05,F10,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161915,HOL,SA711,SA506,4.1,oro16,05,F11,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161916,HOL,SA701,SA507,4.1,oro16,05,G01,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161917,HOL,SA702,SA507,4.1,oro16,05,G02,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161918,HOL,SA703,SA507,4.1,oro16,05,G03,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161919,HOL,SA704,SA507,4.1,oro16,05,G04,sample,6/8/16,24,NA,43.7348,-71.59076,2016-06-08
oro161920,HOL,SA705,SA507,4.1,oro16,05,G05,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161921,HOL,SA706,SA507,4.1,oro16,05,G06,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161923,HOL,SA709,SA507,4.1,oro16,05,G09,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161924,HOL,SA710,SA507,4.1,oro16,05,G10,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161925,HOL,SA711,SA507,4.1,oro16,05,G11,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161926,HOL,SA712,SA507,4.1,oro16,05,G12,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161927,HOL,SA701,SA508,4.1,oro16,05,H01,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161928,HOL,SA702,SA508,4.1,oro16,05,H02,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161929,HOL,SA703,SA508,4.1,oro16,05,H03,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161930,HOL,SA704,SA508,4.1,oro16,05,H04,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161931,HOL,SA705,SA508,4.1,oro16,05,H05,sample,6/1/16,23,NA,43.7348,-71.59076,2016-06-01
oro161932,HOL,SB705,SC503,4.2,oro16,16,C05,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161933,HOL,SB706,SC503,4.2,oro16,16,C06,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161934,HOL,SB707,SC503,4.2,oro16,16,C07,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161935,HOL,SB708,SC503,4.2,oro16,16,C08,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161936,HOL,SB709,SC503,4.2,oro16,16,C09,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161937,HOL,SB710,SC503,4.2,oro16,16,C10,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161938,HOL,SB711,SC503,4.2,oro16,16,C11,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161939,HOL,SB712,SC503,4.2,oro16,16,C12,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161940,HOL,SB701,SC504,4.2,oro16,16,D01,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161941,HOL,SB702,SC504,4.2,oro16,16,D02,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161942,HOL,SB703,SC504,4.2,oro16,16,D03,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161943,HOL,SB705,SC504,4.2,oro16,16,D05,sample,6/29/16,27,NA,43.7348,-71.59076,2016-06-29
oro161948,HOL,SB706,SC504,4.2,oro16,16,D06,sample,7/6/16,28,NA,NA,NA,NA
oro161949,HOL,SB707,SC504,4.2,oro16,16,D07,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161950,HOL,SB708,SC504,4.2,oro16,16,D08,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161951,HOL,SB709,SC504,4.2,oro16,16,D09,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161952,HOL,SB710,SC504,4.2,oro16,16,D10,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161953,HOL,SB711,SC504,4.2,oro16,16,D11,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161954,HOL,SB712,SC504,4.2,oro16,16,D12,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161955,HOL,SB701,SC505,4.2,oro16,16,E01,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161956,HOL,SB702,SC505,4.2,oro16,16,E02,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161957,HOL,SB703,SC505,4.2,oro16,16,E03,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161958,HOL,SB704,SC505,4.2,oro16,16,E04,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161959,HOL,SB706,SC505,4.2,oro16,16,E06,sample,7/6/16,28,NA,43.7348,-71.59076,2016-07-06
oro161960,HOL,SB707,SC505,4.2,oro16,16,E07,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161961,HOL,SB706,SC507,4.2,oro16,16,G06,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161962,HOL,SB705,SC507,4.2,oro16,16,G05,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161963,HOL,SB708,SC506,4.2,oro16,16,F08,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161964,HOL,SB709,SC506,4.2,oro16,16,F09,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161965,HOL,SB710,SC506,4.2,oro16,16,F10,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161966,HOL,SB711,SC506,4.2,oro16,16,F11,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161967,HOL,SB712,SC506,4.2,oro16,16,F12,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161968,HOL,SB701,SC507,4.2,oro16,16,G01,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161969,HOL,SB702,SC507,4.2,oro16,16,G02,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161970,HOL,SB703,SC507,4.2,oro16,16,G03,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161971,HOL,SB704,SC507,4.2,oro16,16,G04,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161972,HOL,SB708,SC505,4.2,oro16,16,E08,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161973,HOL,SB709,SC505,4.2,oro16,16,E09,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161974,HOL,SB710,SC505,4.2,oro16,16,E10,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161975,HOL,SB711,SC505,4.2,oro16,16,E11,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161976,HOL,SB712,SC505,4.2,oro16,16,E12,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161977,HOL,SB701,SC506,4.2,oro16,16,F01,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161978,HOL,SB702,SC506,4.2,oro16,16,F02,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161979,HOL,SB703,SC506,4.2,oro16,16,F03,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161980,HOL,SB704,SC506,4.2,oro16,16,F04,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161981,HOL,SB705,SC506,4.2,oro16,16,F05,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161982,HOL,SB707,SC506,4.2,oro16,16,F07,sample,7/13/16,29,NA,43.7348,-71.59076,2016-07-13
oro161983,HOL,SB708,SC507,4.2,oro16,16,G08,sample,7/20/16,30,NA,43.7348,-71.59076,2016-07-20
oro161987,MAS,SA703,SB501,4.2,oro16,12,A03,sample,5/12/16,20,NA,42.984078,-71.364988,2016-05-12
oro161990,MAS,SA702,SB501,4.2,oro16,12,A02,sample,5/12/16,20,NA,42.984078,-71.364988,2016-05-12
oro161996,MAS,SA704,SB501,4.2,oro16,12,A04,sample,5/12/16,20,NA,42.984078,-71.364988,2016-05-12
oro161997,MAS,SA706,SB501,4.2,oro16,12,A06,sample,5/12/16,20,NA,NA,NA,NA
oro162013,MAS,SA705,SB501,4.2,oro16,12,A05,sample,5/12/16,20,NA,42.984078,-71.364988,2016-05-12
oro162057,MAS,SB710,SC508,4.1,oro16,10,H10,sample,07/03/16,27,NA,42.984078,-71.364988,2016-07-03
oro162062,MAS,SB712,SC508,4.1,oro16,10,H12,sample,07/03/16,27,NA,42.984078,-71.364988,2016-07-03
oro162067,MAS,SB709,SC508,4.1,oro16,10,H09,sample,07/03/16,27,NA,42.984078,-71.364988,2016-07-03
oro162068,MAS,SB711,SC508,4.1,oro16,10,H11,sample,07/03/16,27,NA,42.984078,-71.364988,2016-07-03
oro162071,MAS,SB707,SC508,4.1,oro16,10,H07,sample,07/03/16,27,NA,42.984078,-71.364988,2016-07-03
oro162084,HOP,SB705,SB506,1.2,oro16,01,F05,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162085,HOP,SB704,SB506,1.2,oro16,01,F04,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162086,HOP,SB703,SB506,1.2,oro16,01,F03,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162087,HOP,SB702,SB506,1.2,oro16,01,F02,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162088,HOP,SB701,SB506,1.2,oro16,01,F01,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162089,HOP,SB712,SB505,1.2,oro16,01,E12,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162090,HOP,SB711,SB505,1.2,oro16,01,E11,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162091,HOP,SB710,SB505,1.2,oro16,01,E10,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162092,HOP,SB709,SB505,1.2,oro16,01,E09,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162093,HOP,SB708,SB505,1.2,oro16,01,E08,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162094,HOP,SB707,SB505,1.2,oro16,01,E07,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162095,HOP,SB706,SB505,1.2,oro16,01,E06,sample,4/10/16,15,NA,43.155838,-71.727587,2016-04-10
oro162096,HOP,SB704,SB505,1.2,oro16,01,E04,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162097,HOP,SB703,SB505,1.2,oro16,01,E03,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162098,HOP,SB702,SB505,1.2,oro16,01,E02,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162099,HOP,SB701,SB505,1.2,oro16,01,E01,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162100,HOP,SB712,SB504,1.2,oro16,01,D12,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162101,HOP,SB711,SB504,1.2,oro16,01,D11,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162102,HOP,SB710,SB504,1.2,oro16,01,D10,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162103,HOP,SB709,SB504,1.2,oro16,01,D09,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162104,HOP,SB708,SB504,1.2,oro16,01,D08,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162105,HOP,SB707,SB504,1.2,oro16,01,D07,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162106,HOP,SB706,SB504,1.2,oro16,01,D06,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162107,HOP,SB704,SB504,1.2,oro16,01,D04,sample,4/16/16,16,NA,43.155838,-71.727587,2016-04-16
oro162108,HOP,SB703,SB504,1.2,oro16,01,D03,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162109,HOP,SB702,SB504,1.2,oro16,01,D02,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162110,HOP,SB701,SB504,1.2,oro16,01,D01,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162111,HOP,SB712,SB503,1.2,oro16,01,C12,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162112,HOP,SB711,SB503,1.2,oro16,01,C11,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162114,HOP,SB709,SB503,1.2,oro16,01,C09,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162115,HOP,SB708,SB503,1.2,oro16,01,C08,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162116,HOP,SB707,SB503,1.2,oro16,01,C07,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162117,HOP,SB706,SB503,1.2,oro16,01,C06,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162118,HOP,SB705,SB503,1.2,oro16,01,C05,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162119,HOP,SB704,SB503,1.2,oro16,01,C04,sample,4/23/16,17,NA,43.155838,-71.727587,2016-04-23
oro162120,HOP,SB702,SB503,1.2,oro16,01,C02,sample,5/1/16,18,NA,NA,NA,NA
oro162121,HOP,SB701,SB503,1.2,oro16,01,C01,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162122,HOP,SB712,SB502,1.2,oro16,01,B12,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162123,HOP,SB711,SB502,1.2,oro16,01,B11,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162124,HOP,SB710,SB502,1.2,oro16,01,B10,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162125,HOP,SB709,SB502,1.2,oro16,01,B09,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162126,HOP,SB708,SB502,1.2,oro16,01,B08,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162127,HOP,SB707,SB502,1.2,oro16,01,B07,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162128,HOP,SB706,SB502,1.2,oro16,01,B06,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162129,HOP,SB705,SB502,1.2,oro16,01,B05,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162130,HOP,SB704,SB502,1.2,oro16,01,B04,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162131,HOP,SB703,SB502,1.2,oro16,01,B03,sample,5/1/16,18,NA,43.155838,-71.727587,2016-05-01
oro162132,HOP,SB701,SB502,1.2,oro16,01,B01,sample,5/6/16,19,NA,43.155838,-71.727587,2016-05-06
oro162133,HOP,SB712,SB501,1.2,oro16,01,A12,sample,5/6/16,19,NA,43.155838,-71.727587,2016-05-06
oro162134,HOP,SB712,SB506,4.2,oro16,15,F12,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162135,HOP,SB701,SB507,4.2,oro16,15,G01,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162136,HOP,SB702,SB507,4.2,oro16,15,G02,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162137,HOP,SB703,SB507,4.2,oro16,15,G03,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162138,HOP,SB704,SB507,4.2,oro16,15,G04,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162139,HOP,SB705,SB507,4.2,oro16,15,G05,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162140,HOP,SB706,SB507,4.2,oro16,15,G06,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162141,HOP,SB708,SB507,4.2,oro16,15,G08,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162142,HOP,SB709,SB507,4.2,oro16,15,G09,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162143,HOP,SB710,SB507,4.2,oro16,15,G10,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162144,HOP,SB711,SB507,4.2,oro16,15,G11,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162145,HOP,SB712,SB507,4.2,oro16,15,G12,sample,7/3/16,27,NA,43.155838,-71.727587,2016-07-03
oro162146,HOP,SB701,SB508,4.2,oro16,15,H01,sample,7/10/16,28,NA,43.155838,-71.727587,2016-07-10
oro162147,HOP,SB702,SB508,4.2,oro16,15,H02,sample,7/10/16,28,NA,43.155838,-71.727587,2016-07-10
oro162149,HOP,SB704,SB508,4.2,oro16,15,H04,sample,7/10/16,28,NA,43.155838,-71.727587,2016-07-10
oro162150,HOP,SB705,SB508,4.2,oro16,15,H05,sample,7/10/16,28,NA,NA,NA,NA
oro162151,HOP,SB706,SB508,4.2,oro16,15,H06,sample,7/10/16,28,NA,43.155838,-71.727587,2016-07-10
oro162152,HOP,SB707,SB508,4.2,oro16,15,H07,sample,7/10/16,28,NA,43.155838,-71.727587,2016-07-10
oro162153,HOP,SB709,SB508,4.2,oro16,15,H09,sample,7/10/16,28,NA,43.155838,-71.727587,2016-07-10
