SampleID,Site,rBC,fBC,SeqBatch,StudyID,DNAplate,DNAwell,SampleType,Date,WOY,HostSpecies,SiteLat,SiteLong,newDate
oro150578,HOP,SB706,SB508,3.2,oro15,11,H06,sample,6/22/15,26,NA,43.155838,-71.727587,2015-06-22
oro151039,SWZ,SA710,SC506,3.1,oro15,3,F10,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151051,SWZ,SA711,SC503,3.1,oro15,3,C11,sample,8/7/15,32,NA,42.845757,-72.252827,2015-08-07
oro151054,SWZ,SB710,SC507,3.2,oro15,12b,G10,sample,8/11/15,33,NA,42.845757,-72.252827,2015-08-11
oro151055,SWZ,SB711,SC507,3.2,oro15,12b,G11,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151056,SWZ,SB712,SC507,3.2,oro15,12b,G12,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151057,SWZ,SA706,SA508,3.2,oro15,7,H06,sample,8/7/15,32,NA,42.845757,-72.252827,2015-08-07
oro151058,SWZ,SA706,SA501,3.1,oro15,13b,A02,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151059,SWZ,SB711,SB506,3.2,oro15,11,F11,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151060,SWZ,SB712,SB506,3.2,oro15,11,F12,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151061,SWZ,SA707,SA508,3.2,oro15,7,H07,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151062,SWZ,SB701,SB507,3.2,oro15,11,G01,sample,8/20/15,34,NA,42.845757,-72.252827,2015-08-20
oro151063,SWZ,SB702,SB507,3.2,oro15,11,G02,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151064,SWZ,SA708,SA508,3.2,oro15,7,H08,sample,8/16/15,33,NA,42.845757,-72.252827,2015-08-16
oro151066,SWZ,SA709,SA508,3.2,oro15,7,H09,sample,8/16/15,33,NA,42.845757,-72.252827,2015-08-16
oro151068,SWZ,SA711,SA508,3.2,oro15,7,H11,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151069,SWZ,SB704,SB507,3.2,oro15,11,G04,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151070,SWZ,SA712,SA508,3.2,oro15,7,H12,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151072,SWZ,SA701,SC505,3.2,oro15,9,E01,sample,8/16/15,33,NA,42.845757,-72.252827,2015-08-16
oro151073,SWZ,SA710,SC507,3.1,oro15,3,G10,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151075,SWZ,SA703,SC505,3.2,oro15,9,E03,sample,8/20/15,34,NA,42.845757,-72.252827,2015-08-20
oro151076,SWZ,SA704,SC505,3.2,oro15,9,E04,sample,8/16/15,33,NA,42.845757,-72.252827,2015-08-16
oro151078,SWZ,SA710,SC508,3.1,oro15,3,H10,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151082,SWZ,SA707,SC505,3.2,oro15,9,E07,sample,8/26/15,35,NA,42.845757,-72.252827,2015-08-26
oro151086,SWZ,SB709,SB507,3.2,oro15,11,G09,sample,8/7/15,32,NA,42.845757,-72.252827,2015-08-07
oro151092,SWZ,SA710,SC505,3.2,oro15,9,E10,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151093,SWZ,SB711,SB507,3.2,oro15,11,G11,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151094,SWZ,SB712,SB507,3.2,oro15,11,G12,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151097,FOX,SA703,SB507,3.2,oro15,8,G03,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151111,WLT,SB702,SB504,3.1,oro15,5,D02,sample,6/15/15,25,NA,42.812914,-71.752329,2015-06-15
oro151130,WLT,SB701,SC508,3.2,oro15,12b,H01,sample,8/13/15,33,NA,42.812914,-71.752329,2015-08-13
oro151131,WLT,SB702,SC508,3.2,oro15,12b,H02,sample,8/13/15,33,NA,42.812914,-71.752329,2015-08-13
oro151132,WLT,SB703,SC508,3.2,oro15,12b,H03,sample,8/13/15,33,NA,42.812914,-71.752329,2015-08-13
oro151198,WLT,SA711,SB504,3.1,oro15,2,D11,sample,8/20/15,34,NA,42.812914,-71.752329,2015-08-20
oro151201,WLT,SA710,SB501,3.1,oro15,2,A10,sample,7/2/15,27,NA,42.812914,-71.752329,2015-07-02
oro151204,WLT,SB702,SC504,3.1,oro15,6,D02,sample,7/2/15,27,NA,42.812914,-71.752329,2015-07-02
oro151206,WLT,SB704,SC508,3.2,oro15,12b,H04,sample,7/2/15,27,NA,42.812914,-71.752329,2015-07-02
oro151210,WLT,SB711,SB508,3.2,oro15,11,H11,sample,7/2/15,27,NA,42.812914,-71.752329,2015-07-02
oro151216,WLT,SA712,SB501,3.1,oro15,2,A12,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151217,WLT,SA711,SB507,3.2,oro15,8,G11,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151219,WLT,SA701,SB508,3.2,oro15,8,H01,sample,8/20/15,34,NA,42.812914,-71.752329,2015-08-20
oro151222,WLT,SA702,SB508,3.2,oro15,8,H02,sample,8/20/15,34,NA,42.812914,-71.752329,2015-08-20
oro151223,WLT,SA703,SB508,3.2,oro15,8,H03,sample,8/20/15,34,NA,42.812914,-71.752329,2015-08-20
oro151225,WLT,SA704,SB508,3.2,oro15,8,H04,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151226,WLT,SA705,SB508,3.2,oro15,8,H05,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151230,WLT,SA708,SB508,3.2,oro15,8,H08,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151234,WLT,SA711,SB508,3.2,oro15,8,H11,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151237,WLT,SB708,SB506,3.2,oro15,11,F08,sample,8/20/15,34,NA,42.812914,-71.752329,2015-08-20
oro151239,WLT,SA712,SA506,3.2,oro15,7,F12,sample,8/24/15,35,NA,42.812914,-71.752329,2015-08-24
oro151244,FOX,SA704,SB507,3.2,oro15,8,G04,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151247,WLD,SA707,SB502,3.2,oro15,8,B07,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151249,FOX,SA705,SB507,3.2,oro15,8,G05,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151252,WLD,SA703,SA502,3.2,oro15,7,B03,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151256,SWZ,SA712,SB508,3.2,oro15,8,H12,sample,7/22/15,30,NA,42.845757,-72.252827,2015-07-22
oro151258,SWZ,SB702,SB508,3.2,oro15,11,H02,sample,9/9/15,37,NA,42.845757,-72.252827,2015-09-09
oro151261,SWZ,SA703,SA507,3.2,oro15,7,G03,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151263,SWZ,SA705,SC504,3.2,oro15,9,D05,sample,8/4/15,32,NA,42.845757,-72.252827,2015-08-04
oro151265,SWZ,SA709,SC508,3.1,oro15,3,H09,sample,7/22/15,30,NA,42.845757,-72.252827,2015-07-22
oro151266,SWZ,SA707,SC504,3.2,oro15,9,D07,sample,7/22/15,30,NA,42.845757,-72.252827,2015-07-22
oro151267,SWZ,SA708,SC504,3.2,oro15,9,D08,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151272,SWZ,SA711,SC504,3.2,oro15,9,D11,sample,8/4/15,32,NA,42.845757,-72.252827,2015-08-04
oro151273,SWZ,SA712,SC504,3.2,oro15,9,D12,sample,8/4/15,32,NA,42.845757,-72.252827,2015-08-04
oro151279,SWZ,SA707,SA507,3.2,oro15,7,G07,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151280,SWZ,SA708,SA507,3.2,oro15,7,G08,sample,7/22/15,30,NA,42.845757,-72.252827,2015-07-22
oro151281,SWZ,SA709,SA507,3.2,oro15,7,G09,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151284,SWZ,SB701,SA507,3.2,oro15,10b,G01,sample,7/15/15,29,NA,42.845757,-72.252827,2015-07-15
oro151291,SWZ,SA712,SA507,3.2,oro15,7,G12,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151292,SWZ,SB709,SB506,3.2,oro15,11,F09,sample,8/4/15,32,NA,42.845757,-72.252827,2015-08-04
oro151294,SWZ,SB704,SC507,3.2,oro15,12b,G04,sample,7/15/15,29,NA,42.845757,-72.252827,2015-07-15
oro151295,SWZ,SA701,SA508,3.2,oro15,7,H01,sample,7/15/15,29,NA,42.845757,-72.252827,2015-07-15
oro151297,SWZ,SB706,SC507,3.2,oro15,12b,G06,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151300,SWZ,SA702,SA508,3.2,oro15,7,H02,sample,7/22/15,30,NA,42.845757,-72.252827,2015-07-22
oro151301,SWZ,SA703,SA508,3.2,oro15,7,H03,sample,7/27/15,31,NA,42.845757,-72.252827,2015-07-27
oro151303,FOX,SA706,SB507,3.2,oro15,8,G06,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151304,FOX,SB705,SC504,3.1,oro15,6,D05,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151306,WLD,SA708,SB502,3.2,oro15,8,B08,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151308,FOX,SA707,SB507,3.2,oro15,8,G07,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151310,WLD,SA709,SB502,3.2,oro15,8,B09,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151316,WLD,SA712,SC503,3.1,oro15,3,C12,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151318,FOX,SB706,SC504,3.1,oro15,6,D06,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151321,WLD,SA705,SA502,3.2,oro15,7,B05,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151324,FOX,SA709,SB507,3.2,oro15,8,G09,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151326,WLD,SA706,SA502,3.2,oro15,7,B06,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151333,FOX,SA707,SB503,3.1,oro15,2,C07,sample,7/19/15,29,NA,43.137939,-71.912814,2015-07-19
oro151335,WLD,SA711,SB502,3.2,oro15,8,B11,sample,7/19/15,29,NA,43.015987,-72.019994,2015-07-19
oro151338,WLD,SA708,SA502,3.2,oro15,7,B08,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151341,WLD,SA712,SB502,3.2,oro15,8,B12,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151342,WLD,SA712,SC507,3.1,oro15,3,G12,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151346,MAS,SA707,SB501,3.2,oro15,8,A07,sample,8/12/15,33,NA,42.984078,-71.364988,2015-08-12
oro151355,MAS,SA701,SB502,3.2,oro15,8,B01,sample,8/12/15,33,NA,42.984078,-71.364988,2015-08-12
oro151358,FOX,SB711,SA505,3.2,oro15,10b,E11,sample,8/9/15,32,NA,43.137939,-71.912814,2015-08-09
oro151364,WLD,SA703,SB503,3.2,oro15,8,C03,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151366,WLD,SA709,SA502,3.2,oro15,7,B09,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151367,WLD,SA710,SA502,3.2,oro15,7,B10,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151368,WLD,SA704,SB503,3.2,oro15,8,C04,sample,8/9/15,32,NA,43.015987,-72.019994,2015-08-09
oro151371,MAS,SA710,SA507,3.1,oro15,14b,B03,sample,7/19/15,29,NA,42.984078,-71.364988,2015-07-19
oro151372,MAS,SB711,SB503,3.1,oro15,5,C11,sample,7/19/15,29,NA,42.984078,-71.364988,2015-07-19
oro151373,MAS,SA702,SB502,3.2,oro15,8,B02,sample,7/19/15,29,NA,42.984078,-71.364988,2015-07-19
oro151380,MAS,SA707,SC508,3.1,oro15,3,H07,sample,7/19/15,29,NA,42.984078,-71.364988,2015-07-19
oro151381,MAS,SB710,SC504,3.1,oro15,6,D10,sample,7/19/15,29,NA,42.984078,-71.364988,2015-07-19
oro151383,MAS,SB709,SB503,3.1,oro15,5,C09,sample,7/19/15,29,NA,42.984078,-71.364988,2015-07-19
oro151450,HOP,SA710,SA504,3.1,oro15,14b,A05,sample,8/31/15,36,NA,43.155838,-71.727587,2015-08-31
oro151451,HOP,SB702,SC506,3.2,oro15,12b,F02,sample,8/31/15,36,NA,43.155838,-71.727587,2015-08-31
oro151459,HOP,SA709,SA505,3.2,oro15,7,E09,sample,8/31/15,36,NA,43.155838,-71.727587,2015-08-31
oro151463,HOP,SB710,SC506,3.2,oro15,12b,F10,sample,9/9/15,37,NA,43.155838,-71.727587,2015-09-09
oro151466,HOP,SB701,SC507,3.2,oro15,12b,G01,sample,9/9/15,37,NA,43.155838,-71.727587,2015-09-09
oro151467,HOP,SB702,SC507,3.2,oro15,12b,G02,sample,9/9/15,37,NA,43.155838,-71.727587,2015-09-09
oro151469,HOP,SA710,SA505,3.2,oro15,7,E10,sample,9/9/15,37,NA,43.155838,-71.727587,2015-09-09
oro151470,HOP,SA711,SA505,3.2,oro15,7,E11,sample,9/9/15,37,NA,43.155838,-71.727587,2015-09-09
oro151471,HOP,SA712,SA505,3.2,oro15,7,E12,sample,9/9/15,37,NA,43.155838,-71.727587,2015-09-09
oro151472,HOP,SA704,SC507,3.1,oro15,3,G04,sample,9/18/15,38,NA,43.155838,-71.727587,2015-09-18
oro151473,HOP,SA704,SC508,3.1,oro15,3,H04,sample,9/18/15,38,NA,43.155838,-71.727587,2015-09-18
oro151475,HOP,SB709,SB504,3.2,oro15,11,D09,sample,9/18/15,38,NA,43.155838,-71.727587,2015-09-18
oro151479,HOP,SB701,SB505,3.2,oro15,11,E01,sample,9/18/15,38,NA,43.155838,-71.727587,2015-09-18
oro151480,HOP,SB702,SB505,3.2,oro15,11,E02,sample,9/18/15,38,NA,43.155838,-71.727587,2015-09-18
oro151482,HOP,SA702,SA506,3.2,oro15,7,F02,sample,9/18/15,38,NA,43.155838,-71.727587,2015-09-18
oro151484,HOP,SA705,SC501,3.1,oro15,3,A05,sample,9/23/15,39,NA,43.155838,-71.727587,2015-09-23
oro151488,HOP,SB704,SB505,3.2,oro15,11,E04,sample,9/23/15,39,NA,43.155838,-71.727587,2015-09-23
oro151490,HOP,SB707,SB505,3.2,oro15,11,E07,sample,9/23/15,39,NA,43.155838,-71.727587,2015-09-23
oro151491,HOP,SB708,SB505,3.2,oro15,11,E08,sample,9/23/15,39,NA,43.155838,-71.727587,2015-09-23
oro151495,HOP,SA706,SA506,3.2,oro15,7,F06,sample,9/23/15,39,NA,43.155838,-71.727587,2015-09-23
oro151497,WLD,SB706,SA508,3.1,oro15,4,H06,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151501,WLD,SB712,SA508,3.1,oro15,4,H12,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151502,WLD,SB704,SA508,3.1,oro15,4,H04,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151503,FOX,SB712,SB505,3.2,oro15,11,E12,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151505,MAS,SB710,SA503,3.1,oro15,4,C10,sample,6/28/15,26,NA,42.984078,-71.364988,2015-06-28
oro151506,FOX,SB712,SC504,3.1,oro15,6,D12,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151509,WLD,SA712,SA502,3.2,oro15,7,B12,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151511,FOX,SB709,SA507,3.1,oro15,4,G09,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151514,WLD,SA701,SA503,3.2,oro15,7,C01,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151517,WLD,SB709,SA508,3.1,oro15,4,H09,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151518,WLD,SA703,SA503,3.2,oro15,7,C03,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151519,WLD,SA704,SA503,3.2,oro15,7,C04,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151521,FOX,SB710,SA507,3.1,oro15,4,G10,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151522,FOX,SB711,SA507,3.1,oro15,4,G11,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151523,WLD,SB702,SA508,3.1,oro15,4,H02,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151524,WLD,SA705,SA503,3.2,oro15,7,C05,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151531,MAS,SB703,SB503,3.1,oro15,5,C03,sample,7/11/15,28,NA,42.984078,-71.364988,2015-07-11
oro151532,FOX,SB712,SA507,3.1,oro15,4,G12,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151535,MAS,SB711,SA503,3.1,oro15,4,C11,sample,6/28/15,26,NA,42.984078,-71.364988,2015-06-28
oro151538,WLD,SB708,SA508,3.1,oro15,4,H08,sample,6/29/15,27,NA,43.015987,-72.019994,2015-06-29
oro151541,MAS,SB702,SB503,3.1,oro15,5,C02,sample,7/11/15,28,NA,42.984078,-71.364988,2015-07-11
oro151543,FOX,SA707,SB501,3.1,oro15,2,A07,sample,6/29/15,27,NA,43.137939,-71.912814,2015-06-29
oro151544,MAS,SB703,SA503,3.1,oro15,4,C03,sample,6/28/15,26,NA,42.984078,-71.364988,2015-06-28
oro151575,GIL,SB701,SA506,3.1,oro15,4,F01,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151576,GIL,SA712,SA508,3.1,oro15,14b,C06,sample,10/12/15,42,NA,43.029237,-72.290639,2015-10-12
oro151577,GIL,SB704,SA506,3.1,oro15,4,F04,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151578,GIL,SB711,SA506,3.1,oro15,4,F11,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151581,GIL,SB707,SA506,3.1,oro15,4,F07,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151583,GIL,SB711,SB506,3.1,oro15,5,F11,sample,7/26/15,30,NA,43.029237,-72.290639,2015-07-26
oro151586,GIL,SB709,SA506,3.1,oro15,4,F09,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151587,GIL,SB710,SA506,3.1,oro15,4,F10,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151588,GIL,SB709,SB506,3.1,oro15,5,F09,sample,7/26/15,30,NA,43.029237,-72.290639,2015-07-26
oro151590,GIL,SB708,SA506,3.1,oro15,4,F08,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151591,GIL,SB703,SA506,3.1,oro15,4,F03,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151596,GIL,SB705,SA506,3.1,oro15,4,F05,sample,10/14/15,42,NA,43.029237,-72.290639,2015-10-14
oro151598,GIL,SB708,SB506,3.1,oro15,5,F08,sample,7/26/15,30,NA,43.029237,-72.290639,2015-07-26
oro151603,GIL,SB710,SB506,3.1,oro15,5,F10,sample,7/26/15,30,NA,43.029237,-72.290639,2015-07-26
oro151608,HOP,SA703,SC501,3.1,oro15,3,A03,sample,7/29/15,31,NA,43.155838,-71.727587,2015-07-29
oro151617,HOP,SB709,SB503,3.2,oro15,11,C09,sample,7/29/15,31,NA,43.155838,-71.727587,2015-07-29
oro151622,HOP,SA711,SA505,3.1,oro15,14b,A08,sample,7/20/15,30,NA,43.155838,-71.727587,2015-07-20
oro151624,HOP,SB701,SB504,3.2,oro15,11,D01,sample,7/20/15,30,NA,43.155838,-71.727587,2015-07-20
oro151628,HOP,SB706,SB504,3.2,oro15,11,D06,sample,7/20/15,30,NA,43.155838,-71.727587,2015-07-20
oro151630,HOP,SB708,SB504,3.2,oro15,11,D08,sample,7/20/15,30,NA,43.155838,-71.727587,2015-07-20
oro151631,HOP,SB702,SC505,3.2,oro15,12b,E02,sample,7/20/15,30,NA,43.155838,-71.727587,2015-07-20
oro151632,HOP,SA702,SC505,3.1,oro15,3,E02,sample,7/13/15,29,NA,43.155838,-71.727587,2015-07-13
oro151635,HOP,SB703,SC505,3.1,oro15,6,E03,sample,7/13/15,29,NA,43.155838,-71.727587,2015-07-13
oro151636,HOP,SB704,SC505,3.1,oro15,6,E04,sample,7/13/15,29,NA,43.155838,-71.727587,2015-07-13
oro151637,HOP,SB703,SC505,3.2,oro15,12b,E03,sample,7/13/15,29,NA,43.155838,-71.727587,2015-07-13
oro151650,HOP,SB705,SC505,3.1,oro15,6,E05,sample,7/6/15,28,NA,43.155838,-71.727587,2015-07-06
oro151652,HOP,SB707,SC505,3.1,oro15,6,E07,sample,7/6/15,28,NA,43.155838,-71.727587,2015-07-06
oro151653,HOP,SB711,SC505,3.2,oro15,12b,E11,sample,7/6/15,28,NA,43.155838,-71.727587,2015-07-06
oro151654,HOP,SB712,SC505,3.2,oro15,12b,E12,sample,7/6/15,28,NA,43.155838,-71.727587,2015-07-06
oro151673,FOX,SB701,SB506,3.2,oro15,11,F01,sample,8/2/15,31,NA,43.137939,-71.912814,2015-08-02
oro151674,FOX,SB702,SB506,3.2,oro15,11,F02,sample,8/2/15,31,NA,43.137939,-71.912814,2015-08-02
oro151675,FOX,SB703,SB506,3.2,oro15,11,F03,sample,8/2/15,31,NA,43.137939,-71.912814,2015-08-02
oro151677,FOX,SB704,SB506,3.2,oro15,11,F04,sample,8/2/15,31,NA,43.137939,-71.912814,2015-08-02
oro151680,WLD,SA702,SC501,3.2,oro15,9,A02,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151681,WLD,SA712,SC504,3.1,oro15,3,D12,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151682,WLD,SA706,SA503,3.2,oro15,7,C06,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151683,WLD,SA703,SC501,3.2,oro15,9,A03,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151684,WLD,SA704,SC501,3.2,oro15,9,A04,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151685,WLD,SA707,SA503,3.2,oro15,7,C07,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151686,WLD,SA705,SC501,3.2,oro15,9,A05,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151689,WLD,SA709,SA503,3.2,oro15,7,C09,sample,8/2/15,31,NA,43.015987,-72.019994,2015-08-02
oro151692,MAS,SA708,SC501,3.1,oro15,3,A08,sample,7/26/15,30,NA,42.984078,-71.364988,2015-07-26
oro151697,MAS,SB710,SC505,3.1,oro15,6,E10,sample,7/26/15,30,NA,42.984078,-71.364988,2015-07-26
oro151702,MAS,SB711,SC505,3.1,oro15,6,E11,sample,7/26/15,30,NA,42.984078,-71.364988,2015-07-26
oro151711,HOP,SA702,SA504,3.2,oro15,7,D02,sample,8/3/15,32,NA,43.155838,-71.727587,2015-08-03
oro151714,HOP,SA705,SA504,3.2,oro15,7,D05,sample,8/3/15,32,NA,43.155838,-71.727587,2015-08-03
oro151720,HOP,SA701,SB506,3.2,oro15,8,F01,sample,8/10/15,33,NA,43.155838,-71.727587,2015-08-10
oro151723,HOP,SA707,SA504,3.2,oro15,7,D07,sample,8/10/15,33,NA,43.155838,-71.727587,2015-08-10
oro151725,HOP,SA709,SA504,3.2,oro15,7,D09,sample,8/10/15,33,NA,43.155838,-71.727587,2015-08-10
oro151727,HOP,SA711,SA504,3.2,oro15,7,D11,sample,8/10/15,33,NA,43.155838,-71.727587,2015-08-10
oro151739,HOP,SA703,SA505,3.2,oro15,7,E03,sample,8/17/15,34,NA,43.155838,-71.727587,2015-08-17
oro151740,HOP,SA704,SC501,3.1,oro15,3,A04,sample,8/24/15,35,NA,43.155838,-71.727587,2015-08-24
oro151742,HOP,SA712,SA504,3.1,oro15,14b,A06,sample,8/24/15,35,NA,43.155838,-71.727587,2015-08-24
oro151751,HOP,SA707,SA505,3.2,oro15,7,E07,sample,8/24/15,35,NA,43.155838,-71.727587,2015-08-24
oro151873,BRN,SB702,SA504,3.2,oro15,10b,D02,sample,8/22/15,34,NA,42.731521,-71.605841,2015-08-22
oro151875,BRN,SA703,SB504,3.1,oro15,2,D03,sample,7/4/15,27,NA,42.731521,-71.605841,2015-07-04
oro151882,BRN,SB708,SB502,3.2,oro15,11,B08,sample,8/22/15,34,NA,42.731521,-71.605841,2015-08-22
oro151886,BRN,SB702,SC506,3.1,oro15,6,F02,sample,8/22/15,34,NA,42.731521,-71.605841,2015-08-22
oro151887,BRN,SB703,SC506,3.1,oro15,6,F03,sample,8/22/15,34,NA,42.731521,-71.605841,2015-08-22
oro151893,BRN,SB711,SB502,3.2,oro15,11,B11,sample,8/14/15,33,NA,42.731521,-71.605841,2015-08-14
oro151896,BRN,SB703,SB503,3.2,oro15,11,C03,sample,8/8/15,32,NA,42.731521,-71.605841,2015-08-08
oro151897,BRN,SB704,SB503,3.2,oro15,11,C04,sample,8/14/15,33,NA,42.731521,-71.605841,2015-08-14
oro151898,BRN,SB705,SB503,3.2,oro15,11,C05,sample,8/14/15,33,NA,42.731521,-71.605841,2015-08-14
oro151902,BRN,SB706,SB503,3.2,oro15,11,C06,sample,8/8/15,32,NA,42.731521,-71.605841,2015-08-08
oro151905,BRN,SB707,SC506,3.1,oro15,6,F07,sample,8/8/15,32,NA,42.731521,-71.605841,2015-08-08
oro151910,BRN,SB708,SC506,3.1,oro15,6,F08,sample,8/14/15,33,NA,42.731521,-71.605841,2015-08-14
oro151960,COR,SB711,SA501,3.1,oro15,4,A11,sample,7/12/15,28,NA,43.517868,-72.384631,2015-07-12
oro151963,COR,SB712,SB501,3.1,oro15,5,A12,sample,7/26/15,30,NA,43.517868,-72.384631,2015-07-26
oro151966,COR,SA704,SB508,3.1,oro15,2,H04,sample,7/3/15,27,NA,43.517868,-72.384631,2015-07-03
oro151967,WLD,SA704,SA501,3.1,oro15,1,A04,sample,8/23/15,34,NA,43.015987,-72.019994,2015-08-23
oro151969,COR,SB712,SA501,3.1,oro15,4,A12,sample,7/12/15,28,NA,43.517868,-72.384631,2015-07-12
oro151971,COR,SB701,SA501,3.1,oro15,4,A01,sample,6/26/15,26,NA,43.517868,-72.384631,2015-06-26
oro151974,COR,SA705,SB506,3.1,oro15,2,F05,sample,7/26/15,30,NA,43.517868,-72.384631,2015-07-26
oro151978,COR,SB709,SB501,3.1,oro15,5,A09,sample,7/26/15,30,NA,43.517868,-72.384631,2015-07-26
oro151979,COR,SB701,SB501,3.1,oro15,5,A01,sample,7/12/15,28,NA,43.517868,-72.384631,2015-07-12
oro151980,COR,SB706,SA501,3.1,oro15,4,A06,sample,7/3/15,27,NA,43.517868,-72.384631,2015-07-03
oro151985,COR,SB708,SA501,3.1,oro15,4,A08,sample,7/12/15,28,NA,43.517868,-72.384631,2015-07-12
oro151988,COR,SB710,SB501,3.1,oro15,5,A10,sample,7/26/15,30,NA,43.517868,-72.384631,2015-07-26
oro151991,COR,SA704,SB505,3.1,oro15,2,E04,sample,6/26/15,26,NA,43.517868,-72.384631,2015-06-26
